x,flux_0,flux_0_var,flux_1,flux_1_var,vf_0,vf_0_var,vf_1,vf_1_var
1.57,0.6801254066911254,0.029274904345434023,0.09017093309327504,0.005377525561537029,0.8468968466942275,0.02500233456856511,0.15310315330577037,0.025002334568565116
1.58,0.6786000480452731,0.029334947822947127,0.08997386917234822,0.005361249912882958,0.8468968466942275,0.02500233456856511,0.15310315330577037,0.02500233456856511
1.59,0.6770795011236598,0.02939376807719124,0.08977742568711938,0.005345029180537969,0.8468968466942275,0.02500233456856511,0.1531031533057704,0.025002334568565116
1.6,0.6755637375974899,0.029451378411784815,0.08958159871952755,0.0053288631146773515,0.8468968466942275,0.02500233456856511,0.15310315330577037,0.02500233456856511
1.61,0.6740527294694627,0.029507791969710963,0.08938638440970695,0.005312751467093604,0.8468968466942275,0.02500233456856511,0.15310315330577037,0.02500233456856511
1.62,0.6725464490675788,0.029563021735731502,0.08919177895406716,0.005296693991221879,0.8468968466942275,0.02500233456856511,0.15310315330577037,0.02500233456856511
1.63,0.6710448690390882,0.029617080538759895,0.08899777860349356,0.005280690442159275,0.8468968466942275,0.02500233456856511,0.15310315330577037,0.02500233456856511
1.64,0.6695479623445835,0.02966998105419369,0.0888043796616471,0.005264740576680128,0.8468968466942275,0.02500233456856511,0.15310315330577037,0.02500233456856511
1.65,0.6680557022522218,0.029721735806204377,0.0886115784833629,0.005248844153246834,0.8468968466942275,0.02500233456856511,0.15310315330577037,0.02500233456856511
1.66,0.6665680623321523,0.029772357169991086,0.08841937147314628,0.005233000932017048,0.8468968466942275,0.02500233456856511,0.15310315330577037,0.02500233456856511
1.67,0.665085016451014,0.029821857373992688,0.08822775508373945,0.005217210674847538,0.8468968466942275,0.02500233456856511,0.15310315330577037,0.02500233456856511
1.68,0.6636065387665739,0.029870248502060628,0.08803672581477495,0.0052014731452954795,0.8468968466942275,0.02500233456856511,0.15310315330577037,0.02500233456856511
1.69,0.6621326037225546,0.029917542495597325,0.08784628021149357,0.005185788108616657,0.8468968466942275,0.02500233456856511,0.15310315330577037,0.02500233456856511
1.7,0.6606631860435076,0.029963751155653518,0.08765641486353137,0.005170155331761794,0.8468968466942275,0.02500233456856511,0.15310315330577037,0.02500233456856511
1.71,0.6591982607298597,0.030008886144991205,0.08746712640376372,0.005154574583370926,0.8468968466942275,0.02500233456856511,0.15310315330577037,0.02500233456856511
1.72,0.657737803053065,0.03005295899011035,0.08727841150721054,0.005139045633765754,0.8468968466942275,0.02500233456856511,0.15310315330577037,0.02500233456856511
1.73,0.6562817885508896,0.030095981083239944,0.08709026688998515,0.005123568254940688,0.8468968466942275,0.025002334568565113,0.15310315330577037,0.02500233456856511
1.74,0.6548301930227358,0.030137963684293622,0.08690268930829981,0.0051081422205527475,0.8468968466942275,0.02500233456856511,0.15310315330577037,0.02500233456856511
1.75,0.6533829925251855,0.030178917922792765,0.08671567555751268,0.005092767305909888,0.8468968466942275,0.02500233456856511,0.1531031533057704,0.025002334568565116
1.76,0.6519401633675634,0.030218854799754193,0.08652922247121549,0.0050774432879587056,0.8468968466942275,0.02500233456856511,0.15310315330577037,0.02500233456856511
1.77,0.6505016821076292,0.030257785189546613,0.08634332692036145,0.005062169945271134,0.8468968466942275,0.02500233456856511,0.15310315330577037,0.02500233456856511
1.78,0.6490675255473771,0.03029571984171369,0.08615798581242949,0.005046947058030541,0.8468968466942275,0.02500233456856511,0.1531031533057704,0.025002334568565116
1.79,0.6476376707289215,0.03033266938276612,0.0859731960906226,0.005031774408017143,0.8468968466942275,0.02500233456856511,0.15310315330577037,0.02500233456856511
1.8,0.6462120949304823,0.03036864431794103,0.08578895473309785,0.005016651778593037,0.8468968466942275,0.02500233456856511,0.15310315330577037,0.02500233456856511
