x,flux_0,flux_1,vf_0,vf_1
4.4,0.26864716605469485,0.006215040594301607,0.6010585039874541,0.3989414960125459
4.41,0.26784510837141756,0.006197165769431997,0.6014457980555096,0.3985542019444904
4.42,0.267046299096906,0.006180123874829015,0.601831376831268,0.398168623168732
4.43,0.26625072005749445,0.006163840289094949,0.6022152479116123,0.39778475208838776
4.44,0.26545835309125,0.006148247023541631,0.6025974188597794,0.3974025811402207
4.45,0.26466918006040563,0.0061332821337622655,0.602977897205509,0.397022102794491
4.46,0.2638831828625273,0.006118889183383206,0.6033566904451928,0.39664330955480714
4.47,0.2631003434405324,0.006105016755370346,0.6037338060420214,0.3962661939579786
4.48,0.26232064379166475,0.00609161800667468,0.6041092514261313,0.39589074857386874
4.49,0.2615440659755216,0.006078650262375041,0.6044830339947518,0.39551696600524827
4.5,0.2607705921212211,0.006066074645816511,0.6048551611123503,0.3951448388876497
4.51,0.260000204433789,0.006053855741553314,0.6052256401107781,0.39477435988922194
4.52,0.25923288519983806,0.006041961288187735,0.6055944782894138,0.39440552171058624
4.53,0.2584686167926034,0.006030361898454433,0.6059616829153079,0.39403831708469206
4.54,0.25770738167639673,0.006019030804134389,0.6063272612233259,0.39367273877667414
4.55,0.2569491624105309,0.006007943623596861,0.6066912204162903,0.3933087795837097
4.56,0.25619394165276527,0.005997078149962846,0.6070535676651234,0.3929464323348765
4.57,0.2554417021623179,0.005986414158061414,0.6074143101089878,0.39258568989101217
4.58,0.2546924268024831,0.005975933228512353,0.6077734548554274,0.39222654514457256
4.59,0.25394609854289313,0.005965618587416308,0.6081310089805074,0.3918689910194926
4.6,0.25320270046145704,0.005955454960268232,0.6084869795289538,0.3915130204710462
4.61,0.25245026937841103,0.005938750227606839,0.6088820044636605,0.3911179955363396
4.62,0.25170089528488104,0.005922833984577054,0.6092752573320794,0.39072474266792057
4.63,0.2509545608880518,0.005907635403386667,0.6096667460836303,0.3903332539163697
4.64,0.25021124890919216,0.005893089954369545,0.6100564786320718,0.3899435213679282
4.65,0.2494709420953525,0.005879138847061911,0.610444462855662,0.38955553714433805
4.66,0.24873362322986683,0.005865728520857376,0.610830706597317,0.389169293402683
4.67,0.2479992751417678,0.005852810180844675,0.6112152176647703,0.3887847823352297
4.68,0.24726788071421751,0.0058403393748217595,0.6115980038307303,0.38840199616926974
