x,phi(x)
1.5450000e+00,3.6809235e-01
1.5500000e+00,3.6775469e-01
1.5550000e+00,3.6741759e-01
1.5600000e+00,3.6708107e-01
1.5650000e+00,3.6674512e-01
1.5700000e+00,3.6640974e-01
1.5750000e+00,3.6607492e-01
1.5800000e+00,3.6574067e-01
1.5850000e+00,3.6540697e-01
1.5900000e+00,3.6507383e-01
1.5950000e+00,3.6474125e-01
1.6000000e+00,3.6440923e-01
1.6050000e+00,3.6407775e-01
1.6100000e+00,3.6374683e-01
1.6150000e+00,3.6341645e-01
1.6200000e+00,3.6308662e-01
1.6250000e+00,3.6275733e-01
1.6300000e+00,3.6242859e-01
1.6350000e+00,3.6210038e-01
1.6400000e+00,3.6177271e-01
1.6450000e+00,3.6144558e-01
1.6500000e+00,3.6111898e-01
1.6550000e+00,3.6079292e-01
1.6600000e+00,3.6046738e-01
1.6650000e+00,3.6014237e-01
1.6700000e+00,3.5981789e-01
1.6750000e+00,3.5949393e-01
1.6800000e+00,3.5917049e-01
1.6850000e+00,3.5884758e-01
1.6900000e+00,3.5852518e-01
1.6950000e+00,3.5820330e-01
1.7000000e+00,3.5788193e-01
1.7050000e+00,3.5756108e-01
1.7100000e+00,3.5724074e-01
1.7150000e+00,3.5692090e-01
1.7200000e+00,3.5660158e-01
1.7250000e+00,3.5628276e-01
1.7300000e+00,3.5596444e-01
1.7350000e+00,3.5564663e-01
1.7400000e+00,3.5532931e-01
1.7450000e+00,3.5501250e-01
1.7500000e+00,3.5469618e-01
1.7550000e+00,3.5438035e-01
1.7600000e+00,3.5406502e-01
1.7650000e+00,3.5375018e-01
1.7700000e+00,3.5343583e-01
1.7750000e+00,3.5312197e-01
1.7800000e+00,3.5280860e-01
1.7850000e+00,3.5249571e-01
1.7900000e+00,3.5218330e-01
1.7950000e+00,3.5187138e-01
1.8000000e+00,3.5155993e-01
1.8050000e+00,3.5124897e-01
1.8100000e+00,3.5093848e-01
1.8150000e+00,3.5062846e-01
1.8200000e+00,3.5031892e-01
1.8250000e+00,3.5000985e-01
1.8300000e+00,3.4970125e-01
1.8350000e+00,3.4939312e-01
1.8400000e+00,3.4908546e-01
1.8450000e+00,3.4877826e-01
1.8500000e+00,3.4847153e-01
1.8550000e+00,3.4816526e-01
1.8600000e+00,3.4785945e-01
1.8650000e+00,3.4755409e-01
1.8700000e+00,3.4724920e-01
1.8750000e+00,3.4694476e-01
1.8800000e+00,3.4664078e-01
1.8850000e+00,3.4633725e-01
1.8900000e+00,3.4603418e-01
1.8950000e+00,3.4573155e-01
1.9000000e+00,3.4542937e-01
1.9050000e+00,3.4512764e-01
1.9100000e+00,3.4482636e-01
1.9150000e+00,3.4452552e-01
1.9200000e+00,3.4422513e-01
1.9250000e+00,3.4392517e-01
1.9300000e+00,3.4362566e-01
1.9350000e+00,3.4332658e-01
1.9400000e+00,3.4302795e-01
1.9450000e+00,3.4272974e-01
1.9500000e+00,3.4243198e-01
1.9550000e+00,3.4213465e-01
1.9600000e+00,3.4183774e-01
1.9650000e+00,3.4154127e-01
1.9700000e+00,3.4124523e-01
1.9750000e+00,3.4094962e-01
1.9800000e+00,3.4065444e-01
1.9850000e+00,3.4035967e-01
1.9900000e+00,3.4006534e-01
1.9950000e+00,3.3977142e-01
2.0000000e+00,3.3947793e-01
2.0050000e+00,3.3918486e-01
2.0100000e+00,3.3889220e-01
2.0150000e+00,3.3859997e-01
2.0200000e+00,3.3830815e-01
2.0250000e+00,3.3801674e-01
2.0300000e+00,3.3772575e-01
2.0350000e+00,3.3743517e-01
2.0400000e+00,3.3714500e-01
2.0450000e+00,3.3685524e-01
2.0500000e+00,3.3656589e-01
2.0550000e+00,3.3627695e-01
2.0600000e+00,3.3598841e-01
2.0650000e+00,3.3570028e-01
2.0700000e+00,3.3541255e-01
2.0750000e+00,3.3512523e-01
2.0800000e+00,3.3483830e-01
2.0850000e+00,3.3455178e-01
2.0900000e+00,3.3426566e-01
2.0950000e+00,3.3397993e-01
2.1000000e+00,3.3369460e-01
2.1050000e+00,3.3340966e-01
2.1100000e+00,3.3312512e-01
2.1150000e+00,3.3284097e-01
2.1200000e+00,3.3255722e-01
2.1250000e+00,3.3227385e-01
2.1300000e+00,3.3199087e-01
2.1350000e+00,3.3170829e-01
2.1400000e+00,3.3142609e-01
2.1450000e+00,3.3114427e-01
2.1500000e+00,3.3086284e-01
2.1550000e+00,3.3058180e-01
2.1600000e+00,3.3030113e-01
2.1650000e+00,3.3002085e-01
2.1700000e+00,3.2974095e-01
2.1750000e+00,3.2946143e-01
2.1800000e+00,3.2918229e-01
2.1850000e+00,3.2890353e-01
2.1900000e+00,3.2862514e-01
2.1950000e+00,3.2834712e-01
2.2000000e+00,3.2806948e-01
2.2050000e+00,3.2779222e-01
2.2100000e+00,3.2751532e-01
2.2150000e+00,3.2723880e-01
2.2200000e+00,3.2696265e-01
2.2250000e+00,3.2668686e-01
2.2300000e+00,3.2641145e-01
2.2350000e+00,3.2613640e-01
2.2400000e+00,3.2586171e-01
2.2450000e+00,3.2558739e-01
2.2500000e+00,3.2531344e-01
2.2550000e+00,3.2503984e-01
2.2600000e+00,3.2476661e-01
2.2650000e+00,3.2449374e-01
2.2700000e+00,3.2422123e-01
2.2750000e+00,3.2394908e-01
2.2800000e+00,3.2367729e-01
2.2850000e+00,3.2340585e-01
2.2900000e+00,3.2313477e-01
2.2950000e+00,3.2286404e-01
2.3000000e+00,3.2259367e-01
2.3050000e+00,3.2232365e-01
2.3100000e+00,3.2205398e-01
2.3150000e+00,3.2178466e-01
2.3200000e+00,3.2151570e-01
2.3250000e+00,3.2124708e-01
2.3300000e+00,3.2097881e-01
2.3350000e+00,3.2071089e-01
2.3400000e+00,3.2044331e-01
2.3450000e+00,3.2017608e-01
2.3500000e+00,3.1990919e-01
2.3550000e+00,3.1964265e-01
2.3600000e+00,3.1937645e-01
2.3650000e+00,3.1911059e-01
2.3700000e+00,3.1884507e-01
2.3750000e+00,3.1857990e-01
2.3800000e+00,3.1831506e-01
2.3850000e+00,3.1805056e-01
2.3900000e+00,3.1778639e-01
2.3950000e+00,3.1752256e-01
2.4000000e+00,3.1725907e-01
2.4050000e+00,3.1699591e-01
2.4100000e+00,3.1673309e-01
2.4150000e+00,3.1647060e-01
2.4200000e+00,3.1620844e-01
2.4250000e+00,3.1594661e-01
2.4300000e+00,3.1568511e-01
2.4350000e+00,3.1542395e-01
2.4400000e+00,3.1516311e-01
2.4450000e+00,3.1490259e-01
2.4500000e+00,3.1464241e-01
2.4550000e+00,3.1438255e-01
2.4600000e+00,3.1412301e-01
2.4650000e+00,3.1386380e-01
2.4700000e+00,3.1360492e-01
2.4750000e+00,3.1334635e-01
2.4800000e+00,3.1308811e-01
2.4850000e+00,3.1283019e-01
2.4900000e+00,3.1257259e-01
2.4950000e+00,3.1231531e-01
2.5000000e+00,3.1205835e-01
2.5050000e+00,3.1180170e-01
2.5100000e+00,3.1154537e-01
2.5150000e+00,3.1128936e-01
2.5200000e+00,3.1103366e-01
2.5250000e+00,3.1077828e-01
2.5300000e+00,3.1052321e-01
2.5350000e+00,3.1026846e-01
2.5400000e+00,3.1001402e-01
2.5450000e+00,3.0975989e-01
2.5500000e+00,3.0950607e-01
2.5550000e+00,3.0925256e-01
2.5600000e+00,3.0899935e-01
2.5650000e+00,3.0874646e-01
2.5700000e+00,3.0849388e-01
2.5750000e+00,3.0824160e-01
2.5800000e+00,3.0798963e-01
2.5850000e+00,3.0773796e-01
2.5900000e+00,3.0748660e-01
2.5950000e+00,3.0723554e-01
2.6000000e+00,3.0698479e-01
2.6050000e+00,3.0673433e-01
2.6100000e+00,3.0648418e-01
2.6150000e+00,3.0623433e-01
2.6200000e+00,3.0598478e-01
2.6250000e+00,3.0573554e-01
2.6300000e+00,3.0548658e-01
2.6350000e+00,3.0523793e-01
2.6400000e+00,3.0498958e-01
2.6450000e+00,3.0474152e-01
2.6500000e+00,3.0449376e-01
2.6550000e+00,3.0424629e-01
2.6600000e+00,3.0399912e-01
2.6650000e+00,3.0375224e-01
2.6700000e+00,3.0350565e-01
2.6750000e+00,3.0325936e-01
2.6800000e+00,3.0301336e-01
2.6850000e+00,3.0276765e-01
2.6900000e+00,3.0252223e-01
2.6950000e+00,3.0227710e-01
2.7000000e+00,3.0203226e-01
2.7050000e+00,3.0178771e-01
2.7100000e+00,3.0154344e-01
2.7150000e+00,3.0129946e-01
2.7200000e+00,3.0105577e-01
2.7250000e+00,3.0081237e-01
2.7300000e+00,3.0056925e-01
2.7350000e+00,3.0032641e-01
2.7400000e+00,3.0008386e-01
2.7450000e+00,2.9984159e-01
2.7500000e+00,2.9959960e-01
2.7550000e+00,2.9935790e-01
2.7600000e+00,2.9911647e-01
2.7650000e+00,2.9887533e-01
2.7700000e+00,2.9863447e-01
2.7750000e+00,2.9839388e-01
2.7800000e+00,2.9815358e-01
2.7850000e+00,2.9791355e-01
2.7900000e+00,2.9767380e-01
2.7950000e+00,2.9743433e-01
2.8000000e+00,2.9719513e-01
2.8050000e+00,2.9695621e-01
2.8100000e+00,2.9671756e-01
2.8150000e+00,2.9647919e-01
2.8200000e+00,2.9624109e-01
2.8250000e+00,2.9600326e-01
2.8300000e+00,2.9576570e-01
2.8350000e+00,2.9552842e-01
2.8400000e+00,2.9529141e-01
2.8450000e+00,2.9505467e-01
2.8500000e+00,2.9481820e-01
2.8550000e+00,2.9458200e-01
2.8600000e+00,2.9434607e-01
2.8650000e+00,2.9411040e-01
2.8700000e+00,2.9387500e-01
2.8750000e+00,2.9363987e-01
2.8800000e+00,2.9340501e-01
2.8850000e+00,2.9317041e-01
2.8900000e+00,2.9293608e-01
2.8950000e+00,2.9270201e-01
2.9000000e+00,2.9246821e-01
2.9050000e+00,2.9223467e-01
2.9100000e+00,2.9200139e-01
2.9150000e+00,2.9176838e-01
2.9200000e+00,2.9153562e-01
2.9250000e+00,2.9130313e-01
2.9300000e+00,2.9107090e-01
2.9350000e+00,2.9083893e-01
2.9400000e+00,2.9060722e-01
2.9450000e+00,2.9037576e-01
2.9500000e+00,2.9014457e-01
2.9550000e+00,2.8991363e-01
2.9600000e+00,2.8968295e-01
2.9650000e+00,2.8945253e-01
2.9700000e+00,2.8922236e-01
2.9750000e+00,2.8899245e-01
2.9800000e+00,2.8876280e-01
2.9850000e+00,2.8853339e-01
2.9900000e+00,2.8830425e-01
2.9950000e+00,2.8807535e-01
3.0000000e+00,2.8784671e-01
3.0050000e+00,2.8761832e-01
3.0100000e+00,2.8739019e-01
3.0150000e+00,2.8716230e-01
3.0200000e+00,2.8693467e-01
3.0250000e+00,2.8670728e-01
3.0300000e+00,2.8648015e-01
3.0350000e+00,2.8625327e-01
3.0400000e+00,2.8602663e-01
3.0450000e+00,2.8580024e-01
3.0500000e+00,2.8557410e-01
3.0550000e+00,2.8534821e-01
3.0600000e+00,2.8512256e-01
3.0650000e+00,2.8489716e-01
3.0700000e+00,2.8467201e-01
3.0750000e+00,2.8444710e-01
3.0800000e+00,2.8422243e-01
3.0850000e+00,2.8399801e-01
3.0900000e+00,2.8377383e-01
3.0950000e+00,2.8354990e-01
3.1000000e+00,2.8332621e-01
3.1050000e+00,2.8310276e-01
3.1100000e+00,2.8287955e-01
3.1150000e+00,2.8265658e-01
3.1200000e+00,2.8243386e-01
3.1250000e+00,2.8221137e-01
3.1300000e+00,2.8198913e-01
3.1350000e+00,2.8176712e-01
3.1400000e+00,2.8154535e-01
3.1450000e+00,2.8132382e-01
3.1500000e+00,2.8110253e-01
3.1550000e+00,2.8088147e-01
3.1600000e+00,2.8066065e-01
3.1650000e+00,2.8044007e-01
3.1700000e+00,2.8021973e-01
3.1750000e+00,2.7999962e-01
3.1800000e+00,2.7977974e-01
3.1850000e+00,2.7956010e-01
3.1900000e+00,2.7934069e-01
3.1950000e+00,2.7912152e-01
3.2000000e+00,2.7890258e-01
3.2050000e+00,2.7868387e-01
3.2100000e+00,2.7846539e-01
3.2150000e+00,2.7824715e-01
3.2200000e+00,2.7802914e-01
3.2250000e+00,2.7781135e-01
3.2300000e+00,2.7759380e-01
3.2350000e+00,2.7737648e-01
3.2400000e+00,2.7715939e-01
3.2450000e+00,2.7694252e-01
3.2500000e+00,2.7672589e-01
3.2550000e+00,2.7650948e-01
3.2600000e+00,2.7629330e-01
3.2650000e+00,2.7607735e-01
3.2700000e+00,2.7586162e-01
3.2750000e+00,2.7564612e-01
3.2800000e+00,2.7543085e-01
3.2850000e+00,2.7521580e-01
3.2900000e+00,2.7500097e-01
3.2950000e+00,2.7478638e-01
3.3000000e+00,2.7457200e-01
3.3050000e+00,2.7435785e-01
3.3100000e+00,2.7414392e-01
3.3150000e+00,2.7393022e-01
3.3200000e+00,2.7371673e-01
3.3250000e+00,2.7350347e-01
3.3300000e+00,2.7329043e-01
3.3350000e+00,2.7307761e-01
3.3400000e+00,2.7286502e-01
3.3450000e+00,2.7265264e-01
3.3500000e+00,2.7244048e-01
3.3550000e+00,2.7222854e-01
3.3600000e+00,2.7201683e-01
3.3650000e+00,2.7180533e-01
3.3700000e+00,2.7159404e-01
3.3750000e+00,2.7138298e-01
3.3800000e+00,2.7117213e-01
3.3850000e+00,2.7096150e-01
3.3900000e+00,2.7075109e-01
3.3950000e+00,2.7054089e-01
3.4000000e+00,2.7033091e-01
3.4050000e+00,2.7012114e-01
3.4100000e+00,2.6991159e-01
3.4150000e+00,2.6970226e-01
3.4200000e+00,2.6949313e-01
3.4250000e+00,2.6928422e-01
3.4300000e+00,2.6907553e-01
3.4350000e+00,2.6886705e-01
3.4400000e+00,2.6865878e-01
3.4450000e+00,2.6845072e-01
3.4500000e+00,2.6824287e-01
3.4550000e+00,2.6803524e-01
3.4600000e+00,2.6782782e-01
3.4650000e+00,2.6762060e-01
3.4700000e+00,2.6741360e-01
3.4750000e+00,2.6720681e-01
3.4800000e+00,2.6700022e-01
3.4850000e+00,2.6679385e-01
3.4900000e+00,2.6658768e-01
3.4950000e+00,2.6638173e-01
3.5000000e+00,2.6617598e-01
3.5050000e+00,2.6597044e-01
3.5100000e+00,2.6576510e-01
3.5150000e+00,2.6555997e-01
3.5200000e+00,2.6535505e-01
3.5250000e+00,2.6515034e-01
3.5300000e+00,2.6494583e-01
3.5350000e+00,2.6474152e-01
3.5400000e+00,2.6453742e-01
3.5450000e+00,2.6433353e-01
3.5500000e+00,2.6412984e-01
3.5550000e+00,2.6392635e-01
3.5600000e+00,2.6372307e-01
3.5650000e+00,2.6351999e-01
3.5700000e+00,2.6331711e-01
3.5750000e+00,2.6311444e-01
3.5800000e+00,2.6291196e-01
3.5850000e+00,2.6270969e-01
3.5900000e+00,2.6250762e-01
3.5950000e+00,2.6230575e-01
3.6000000e+00,2.6210408e-01
3.6050000e+00,2.6190262e-01
3.6100000e+00,2.6170135e-01
3.6150000e+00,2.6150028e-01
3.6200000e+00,2.6129941e-01
3.6250000e+00,2.6109874e-01
3.6300000e+00,2.6089827e-01
3.6350000e+00,2.6069799e-01
3.6400000e+00,2.6049792e-01
3.6450000e+00,2.6029804e-01
3.6500000e+00,2.6009836e-01
3.6550000e+00,2.5989887e-01
3.6600000e+00,2.5969959e-01
3.6650000e+00,2.5950049e-01
3.6700000e+00,2.5930160e-01
3.6750000e+00,2.5910290e-01
3.6800000e+00,2.5890439e-01
3.6850000e+00,2.5870608e-01
3.6900000e+00,2.5850796e-01
3.6950000e+00,2.5831004e-01
3.7000000e+00,2.5811231e-01
3.7050000e+00,2.5791478e-01
3.7100000e+00,2.5771743e-01
3.7150000e+00,2.5752028e-01
3.7200000e+00,2.5732333e-01
3.7250000e+00,2.5712656e-01
3.7300000e+00,2.5692999e-01
3.7350000e+00,2.5673361e-01
3.7400000e+00,2.5653742e-01
3.7450000e+00,2.5634141e-01
3.7500000e+00,2.5614561e-01
3.7550000e+00,2.5594999e-01
3.7600000e+00,2.5575456e-01
3.7650000e+00,2.5555932e-01
3.7700000e+00,2.5536426e-01
3.7750000e+00,2.5516940e-01
3.7800000e+00,2.5497473e-01
3.7850000e+00,2.5478024e-01
3.7900000e+00,2.5458595e-01
3.7950000e+00,2.5439184e-01
3.8000000e+00,2.5419791e-01
3.8050000e+00,2.5400418e-01
3.8100000e+00,2.5381063e-01
3.8150000e+00,2.5361726e-01
3.8200000e+00,2.5342409e-01
3.8250000e+00,2.5323110e-01
3.8300000e+00,2.5303829e-01
3.8350000e+00,2.5284567e-01
3.8400000e+00,2.5265323e-01
3.8450000e+00,2.5246098e-01
3.8500000e+00,2.5226892e-01
3.8550000e+00,2.5207703e-01
3.8600000e+00,2.5188533e-01
3.8650000e+00,2.5169382e-01
3.8700000e+00,2.5150248e-01
3.8750000e+00,2.5131133e-01
