x,phi2(x)
0.0000000e+00,1.5291133e+00
5.0000000e-03,1.5084237e+00
1.0000000e-02,1.4880811e+00
1.5000000e-02,1.4680794e+00
2.0000000e-02,1.4484130e+00
2.5000000e-02,1.4290761e+00
3.0000000e-02,1.4100631e+00
3.5000000e-02,1.3913687e+00
4.0000000e-02,1.3729872e+00
4.5000000e-02,1.3549136e+00
5.0000000e-02,1.3371424e+00
5.5000000e-02,1.3196686e+00
6.0000000e-02,1.3024872e+00
6.5000000e-02,1.2855932e+00
7.0000000e-02,1.2689817e+00
7.5000000e-02,1.2526480e+00
8.0000000e-02,1.2365873e+00
8.5000000e-02,1.2207949e+00
9.0000000e-02,1.2052664e+00
9.5000000e-02,1.1899972e+00
1.0000000e-01,1.1749831e+00
1.0500000e-01,1.1602195e+00
1.1000000e-01,1.1457024e+00
1.1500000e-01,1.1314274e+00
1.2000000e-01,1.1173906e+00
1.2500000e-01,1.1035879e+00
1.3000000e-01,1.0900152e+00
1.3500000e-01,1.0766687e+00
1.4000000e-01,1.0635446e+00
1.4500000e-01,1.0506391e+00
1.5000000e-01,1.0379485e+00
1.5500000e-01,1.0254691e+00
1.6000000e-01,1.0131974e+00
1.6500000e-01,1.0011298e+00
1.7000000e-01,9.8926295e-01
1.7500000e-01,9.7759333e-01
1.8000000e-01,9.6611764e-01
1.8500000e-01,9.5483260e-01
1.9000000e-01,9.4373496e-01
1.9500000e-01,9.3282156e-01
2.0000000e-01,9.2208927e-01
2.0500000e-01,9.1153503e-01
2.1000000e-01,9.0115580e-01
2.1500000e-01,8.9094863e-01
2.2000000e-01,8.8091060e-01
2.2500000e-01,8.7103884e-01
2.3000000e-01,8.6133053e-01
2.3500000e-01,8.5178291e-01
2.4000000e-01,8.4239325e-01
2.4500000e-01,8.3315886e-01
2.5000000e-01,8.2407713e-01
2.5500000e-01,8.1514545e-01
2.6000000e-01,8.0636130e-01
2.6500000e-01,7.9772216e-01
2.7000000e-01,7.8922558e-01
2.7500000e-01,7.8086915e-01
2.8000000e-01,7.7265048e-01
2.8500000e-01,7.6456725e-01
2.9000000e-01,7.5661716e-01
2.9500000e-01,7.4879795e-01
3.0000000e-01,7.4110741e-01
3.0500000e-01,7.3354335e-01
3.1000000e-01,7.2610363e-01
3.1500000e-01,7.1878614e-01
3.2000000e-01,7.1158882e-01
3.2500000e-01,7.0450962e-01
3.3000000e-01,6.9754655e-01
3.3500000e-01,6.9069763e-01
3.4000000e-01,6.8396094e-01
3.4500000e-01,6.7733457e-01
3.5000000e-01,6.7081665e-01
3.5500000e-01,6.6440534e-01
3.6000000e-01,6.5809885e-01
3.6500000e-01,6.5189539e-01
3.7000000e-01,6.4579322e-01
3.7500000e-01,6.3979061e-01
3.8000000e-01,6.3388590e-01
3.8500000e-01,6.2807741e-01
3.9000000e-01,6.2236352e-01
3.9500000e-01,6.1674262e-01
4.0000000e-01,6.1121315e-01
4.0500000e-01,6.0577354e-01
4.1000000e-01,6.0042229e-01
4.1500000e-01,5.9515789e-01
4.2000000e-01,5.8997887e-01
4.2500000e-01,5.8488379e-01
4.3000000e-01,5.7987122e-01
4.3500000e-01,5.7493977e-01
4.4000000e-01,5.7008807e-01
4.4500000e-01,5.6531476e-01
4.5000000e-01,5.6061852e-01
4.5500000e-01,5.5599803e-01
4.6000000e-01,5.5145203e-01
4.6500000e-01,5.4697925e-01
4.7000000e-01,5.4257844e-01
4.7500000e-01,5.3824840e-01
4.8000000e-01,5.3398791e-01
4.8500000e-01,5.2979582e-01
4.9000000e-01,5.2567095e-01
4.9500000e-01,5.2161217e-01
5.0000000e-01,5.1761836e-01
5.0500000e-01,5.1368842e-01
5.1000000e-01,5.0982128e-01
5.1500000e-01,5.0601586e-01
5.2000000e-01,5.0227112e-01
5.2500000e-01,4.9858605e-01
5.3000000e-01,4.9495962e-01
5.3500000e-01,4.9139084e-01
5.4000000e-01,4.8787875e-01
5.4500000e-01,4.8442237e-01
5.5000000e-01,4.8102077e-01
5.5500000e-01,4.7767303e-01
5.6000000e-01,4.7437823e-01
5.6500000e-01,4.7113547e-01
5.7000000e-01,4.6794387e-01
5.7500000e-01,4.6480258e-01
5.8000000e-01,4.6171073e-01
5.8500000e-01,4.5866750e-01
5.9000000e-01,4.5567206e-01
5.9500000e-01,4.5272360e-01
6.0000000e-01,4.4982133e-01
6.0500000e-01,4.4696447e-01
6.1000000e-01,4.4415225e-01
6.1500000e-01,4.4138391e-01
6.2000000e-01,4.3865872e-01
6.2500000e-01,4.3597594e-01
6.3000000e-01,4.3333486e-01
6.3500000e-01,4.3073477e-01
6.4000000e-01,4.2817498e-01
6.4500000e-01,4.2565481e-01
6.5000000e-01,4.2317359e-01
6.5500000e-01,4.2073066e-01
6.6000000e-01,4.1832538e-01
6.6500000e-01,4.1595711e-01
6.7000000e-01,4.1362522e-01
6.7500000e-01,4.1132910e-01
6.8000000e-01,4.0906814e-01
6.8500000e-01,4.0684176e-01
6.9000000e-01,4.0464936e-01
6.9500000e-01,4.0249038e-01
7.0000000e-01,4.0036425e-01
7.0500000e-01,3.9827041e-01
7.1000000e-01,3.9620832e-01
7.1500000e-01,3.9417745e-01
7.2000000e-01,3.9217726e-01
7.2500000e-01,3.9020724e-01
7.3000000e-01,3.8826689e-01
7.3500000e-01,3.8635569e-01
7.4000000e-01,3.8447316e-01
7.4500000e-01,3.8261882e-01
7.5000000e-01,3.8079218e-01
7.5500000e-01,3.7899279e-01
7.6000000e-01,3.7722017e-01
7.6500000e-01,3.7547389e-01
7.7000000e-01,3.7375350e-01
7.7500000e-01,3.7205855e-01
7.8000000e-01,3.7038863e-01
7.8500000e-01,3.6874331e-01
7.9000000e-01,3.6712217e-01
7.9500000e-01,3.6552480e-01
8.0000000e-01,3.6395082e-01
8.0500000e-01,3.6239982e-01
8.1000000e-01,3.6087141e-01
8.1500000e-01,3.5936522e-01
8.2000000e-01,3.5788087e-01
8.2500000e-01,3.5641799e-01
8.3000000e-01,3.5497622e-01
8.3500000e-01,3.5355521e-01
8.4000000e-01,3.5215461e-01
8.4500000e-01,3.5077407e-01
8.5000000e-01,3.4941326e-01
8.5500000e-01,3.4807184e-01
8.6000000e-01,3.4674948e-01
8.6500000e-01,3.4544588e-01
8.7000000e-01,3.4416070e-01
8.7500000e-01,3.4289365e-01
8.8000000e-01,3.4164442e-01
8.8500000e-01,3.4041270e-01
8.9000000e-01,3.3919820e-01
8.9500000e-01,3.3800064e-01
9.0000000e-01,3.3681973e-01
9.0500000e-01,3.3565518e-01
9.1000000e-01,3.3450673e-01
9.1500000e-01,3.3337410e-01
