x,p1(x)
3.9000000e-01,5.0770544e-01
3.9500000e-01,5.0788354e-01
4.0000000e-01,5.0806326e-01
4.0500000e-01,5.0824457e-01
4.1000000e-01,5.0842747e-01
4.1500000e-01,5.0861194e-01
4.2000000e-01,5.0879798e-01
4.2500000e-01,5.0898558e-01
4.3000000e-01,5.0917471e-01
4.3500000e-01,5.0936538e-01
4.4000000e-01,5.0955758e-01
4.4500000e-01,5.0975128e-01
4.5000000e-01,5.0994649e-01
4.5500000e-01,5.1014319e-01
4.6000000e-01,5.1034137e-01
4.6500000e-01,5.1054102e-01
4.7000000e-01,5.1074214e-01
4.7500000e-01,5.1094471e-01
4.8000000e-01,5.1114872e-01
4.8500000e-01,5.1135417e-01
4.9000000e-01,5.1156104e-01
4.9500000e-01,5.1176933e-01
5.0000000e-01,5.1197902e-01
5.0500000e-01,5.1219011e-01
5.1000000e-01,5.1240259e-01
5.1500000e-01,5.1261645e-01
5.2000000e-01,5.1283169e-01
5.2500000e-01,5.1304828e-01
5.3000000e-01,5.1326623e-01
5.3500000e-01,5.1348553e-01
5.4000000e-01,5.1370616e-01
5.4500000e-01,5.1392812e-01
5.5000000e-01,5.1415140e-01
5.5500000e-01,5.1437600e-01
5.6000000e-01,5.1460190e-01
5.6500000e-01,5.1482910e-01
5.7000000e-01,5.1505759e-01
5.7500000e-01,5.1528736e-01
5.8000000e-01,5.1551840e-01
5.8500000e-01,5.1575071e-01
5.9000000e-01,5.1598428e-01
5.9500000e-01,5.1621910e-01
6.0000000e-01,5.1645516e-01
6.0500000e-01,5.1669247e-01
6.1000000e-01,5.1693100e-01
6.1500000e-01,5.1717075e-01
6.2000000e-01,5.1741172e-01
6.2500000e-01,5.1765390e-01
6.3000000e-01,5.1789728e-01
6.3500000e-01,5.1814185e-01
6.4000000e-01,5.1838761e-01
6.4500000e-01,5.1863455e-01
6.5000000e-01,5.1888267e-01
6.5500000e-01,5.1913196e-01
6.6000000e-01,5.1938240e-01
6.6500000e-01,5.1963400e-01
6.7000000e-01,5.1988675e-01
6.7500000e-01,5.2014065e-01
6.8000000e-01,5.2039567e-01
6.8500000e-01,5.2065183e-01
6.9000000e-01,5.2090911e-01
6.9500000e-01,5.2116751e-01
7.0000000e-01,5.2142702e-01
7.0500000e-01,5.2168764e-01
7.1000000e-01,5.2194935e-01
7.1500000e-01,5.2221216e-01
7.2000000e-01,5.2247605e-01
7.2500000e-01,5.2274103e-01
7.3000000e-01,5.2300709e-01
7.3500000e-01,5.2327421e-01
7.4000000e-01,5.2354240e-01
7.4500000e-01,5.2381165e-01
7.5000000e-01,5.2408195e-01
7.5500000e-01,5.2435330e-01
7.6000000e-01,5.2462569e-01
7.6500000e-01,5.2489912e-01
7.7000000e-01,5.2517358e-01
7.7500000e-01,5.2544907e-01
7.8000000e-01,5.2572558e-01
7.8500000e-01,5.2600310e-01
7.9000000e-01,5.2628164e-01
7.9500000e-01,5.2656119e-01
8.0000000e-01,5.2684173e-01
8.0500000e-01,5.2712327e-01
8.1000000e-01,5.2740580e-01
8.1500000e-01,5.2768932e-01
8.2000000e-01,5.2797382e-01
8.2500000e-01,5.2825929e-01
8.3000000e-01,5.2854574e-01
8.3500000e-01,5.2883315e-01
8.4000000e-01,5.2912152e-01
8.4500000e-01,5.2941085e-01
8.5000000e-01,5.2970114e-01
8.5500000e-01,5.2999237e-01
8.6000000e-01,5.3028455e-01
8.6500000e-01,5.3057766e-01
8.7000000e-01,5.3087171e-01
8.7500000e-01,5.3116668e-01
8.8000000e-01,5.3146259e-01
8.8500000e-01,5.3175941e-01
8.9000000e-01,5.3205715e-01
8.9500000e-01,5.3235581e-01
9.0000000e-01,5.3265537e-01
9.0500000e-01,5.3295583e-01
9.1000000e-01,5.3325719e-01
9.1500000e-01,5.3355945e-01
9.2000000e-01,5.3386260e-01
9.2500000e-01,5.3416664e-01
9.3000000e-01,5.3447156e-01
9.3500000e-01,5.3477736e-01
9.4000000e-01,5.3508403e-01
9.4500000e-01,5.3539157e-01
9.5000000e-01,5.3569998e-01
9.5500000e-01,5.3600925e-01
9.6000000e-01,5.3631939e-01
9.6500000e-01,5.3663037e-01
9.7000000e-01,5.3694221e-01
9.7500000e-01,5.3725489e-01
9.8000000e-01,5.3756842e-01
9.8500000e-01,5.3788279e-01
9.9000000e-01,5.3819799e-01
9.9500000e-01,5.3851403e-01
1.0000000e+00,5.3883089e-01
1.0050000e+00,5.3914858e-01
1.0100000e+00,5.3946708e-01
1.0150000e+00,5.3978641e-01
1.0200000e+00,5.4010655e-01
1.0250000e+00,5.4042750e-01
1.0300000e+00,5.4074926e-01
1.0350000e+00,5.4107182e-01
1.0400000e+00,5.4139518e-01
1.0450000e+00,5.4171933e-01
1.0500000e+00,5.4204428e-01
1.0550000e+00,5.4237002e-01
1.0600000e+00,5.4269654e-01
1.0650000e+00,5.4302384e-01
1.0700000e+00,5.4335193e-01
1.0750000e+00,5.4368079e-01
1.0800000e+00,5.4401042e-01
1.0850000e+00,5.4434082e-01
1.0900000e+00,5.4467199e-01
1.0950000e+00,5.4500392e-01
1.1000000e+00,5.4533661e-01
1.1050000e+00,5.4567006e-01
1.1100000e+00,5.4600426e-01
1.1150000e+00,5.4633921e-01
1.1200000e+00,5.4667490e-01
1.1250000e+00,5.4701134e-01
1.1300000e+00,5.4734852e-01
1.1350000e+00,5.4768643e-01
1.1400000e+00,5.4802509e-01
1.1450000e+00,5.4836447e-01
1.1500000e+00,5.4870458e-01
1.1550000e+00,5.4904541e-01
1.1600000e+00,5.4938697e-01
1.1650000e+00,5.4972925e-01
1.1700000e+00,5.5007224e-01
1.1750000e+00,5.5041595e-01
1.1800000e+00,5.5076036e-01
1.1850000e+00,5.5110549e-01
1.1900000e+00,5.5145131e-01
1.1950000e+00,5.5179784e-01
1.2000000e+00,5.5214507e-01
1.2050000e+00,5.5249300e-01
1.2100000e+00,5.5284162e-01
1.2150000e+00,5.5319092e-01
1.2200000e+00,5.5354092e-01
1.2250000e+00,5.5389160e-01
1.2300000e+00,5.5424296e-01
1.2350000e+00,5.5459501e-01
1.2400000e+00,5.5494773e-01
1.2450000e+00,5.5530112e-01
1.2500000e+00,5.5565518e-01
1.2550000e+00,5.5600991e-01
1.2600000e+00,5.5636531e-01
1.2650000e+00,5.5672137e-01
1.2700000e+00,5.5707810e-01
1.2750000e+00,5.5743548e-01
1.2800000e+00,5.5779351e-01
1.2850000e+00,5.5815220e-01
1.2900000e+00,5.5851154e-01
1.2950000e+00,5.5887152e-01
1.3000000e+00,5.5923215e-01
1.3050000e+00,5.5959343e-01
1.3100000e+00,5.5995534e-01
1.3150000e+00,5.6031789e-01
1.3200000e+00,5.6068108e-01
1.3250000e+00,5.6104490e-01
1.3300000e+00,5.6140934e-01
1.3350000e+00,5.6177442e-01
1.3400000e+00,5.6214012e-01
1.3450000e+00,5.6250644e-01
1.3500000e+00,5.6287339e-01
1.3550000e+00,5.6324095e-01
1.3600000e+00,5.6360913e-01
1.3650000e+00,5.6397792e-01
1.3700000e+00,5.6434732e-01
1.3750000e+00,5.6471733e-01
1.3800000e+00,5.6508794e-01
1.3850000e+00,5.6545916e-01
1.3900000e+00,5.6583098e-01
1.3950000e+00,5.6620340e-01
1.4000000e+00,5.6657641e-01
1.4050000e+00,5.6695002e-01
1.4100000e+00,5.6732423e-01
1.4150000e+00,5.6769902e-01
1.4200000e+00,5.6807440e-01
1.4250000e+00,5.6845036e-01
1.4300000e+00,5.6882691e-01
1.4350000e+00,5.6920404e-01
1.4400000e+00,5.6958174e-01
1.4450000e+00,5.6996003e-01
1.4500000e+00,5.7033888e-01
1.4550000e+00,5.7071831e-01
1.4600000e+00,5.7109831e-01
1.4650000e+00,5.7147888e-01
1.4700000e+00,5.7186001e-01
1.4750000e+00,5.7224171e-01
1.4800000e+00,5.7262396e-01
1.4850000e+00,5.7300678e-01
1.4900000e+00,5.7339015e-01
1.4950000e+00,5.7377408e-01
1.5000000e+00,5.7415856e-01
1.5050000e+00,5.7454358e-01
1.5100000e+00,5.7492916e-01
1.5150000e+00,5.7531529e-01
1.5200000e+00,5.7570196e-01
1.5250000e+00,5.7608917e-01
1.5300000e+00,5.7647692e-01
1.5350000e+00,5.7686521e-01
1.5400000e+00,5.7725403e-01
1.5450000e+00,5.7764339e-01
1.5500000e+00,5.7803328e-01
1.5550000e+00,5.7842370e-01
1.5600000e+00,5.7881465e-01
1.5650000e+00,5.7920612e-01
1.5700000e+00,5.7959812e-01
1.5750000e+00,5.7999064e-01
1.5800000e+00,5.8038368e-01
1.5850000e+00,5.8077724e-01
1.5900000e+00,5.8117131e-01
1.5950000e+00,5.8156590e-01
1.6000000e+00,5.8196100e-01
1.6050000e+00,5.8235661e-01
1.6100000e+00,5.8275273e-01
1.6150000e+00,5.8314935e-01
1.6200000e+00,5.8354648e-01
1.6250000e+00,5.8394411e-01
1.6300000e+00,5.8434224e-01
1.6350000e+00,5.8474087e-01
1.6400000e+00,5.8514000e-01
1.6450000e+00,5.8553962e-01
1.6500000e+00,5.8593973e-01
1.6550000e+00,5.8634034e-01
1.6600000e+00,5.8674143e-01
1.6650000e+00,5.8714301e-01
1.6700000e+00,5.8754508e-01
1.6750000e+00,5.8794763e-01
1.6800000e+00,5.8835066e-01
1.6850000e+00,5.8875417e-01
1.6900000e+00,5.8915816e-01
1.6950000e+00,5.8956262e-01
1.7000000e+00,5.8996756e-01
1.7050000e+00,5.9037297e-01
1.7100000e+00,5.9077885e-01
1.7150000e+00,5.9118520e-01
1.7200000e+00,5.9159202e-01
1.7250000e+00,5.9199930e-01
1.7300000e+00,5.9240705e-01
1.7350000e+00,5.9281525e-01
1.7400000e+00,5.9322392e-01
1.7450000e+00,5.9363305e-01
1.7500000e+00,5.9404263e-01
1.7550000e+00,5.9445266e-01
1.7600000e+00,5.9486315e-01
1.7650000e+00,5.9527409e-01
1.7700000e+00,5.9568548e-01
1.7750000e+00,5.9609731e-01
1.7800000e+00,5.9650959e-01
1.7850000e+00,5.9692232e-01
1.7900000e+00,5.9733549e-01
1.7950000e+00,5.9774909e-01
1.8000000e+00,5.9816314e-01
1.8050000e+00,5.9857762e-01
1.8100000e+00,5.9899254e-01
1.8150000e+00,5.9940789e-01
1.8200000e+00,5.9982367e-01
1.8250000e+00,6.0023989e-01
1.8300000e+00,6.0065653e-01
1.8350000e+00,6.0107359e-01
1.8400000e+00,6.0149109e-01
1.8450000e+00,6.0190900e-01
1.8500000e+00,6.0232734e-01
1.8550000e+00,6.0274610e-01
1.8600000e+00,6.0316527e-01
1.8650000e+00,6.0358486e-01
1.8700000e+00,6.0400487e-01
1.8750000e+00,6.0442529e-01
1.8800000e+00,6.0484612e-01
1.8850000e+00,6.0526736e-01
1.8900000e+00,6.0568901e-01
1.8950000e+00,6.0611106e-01
1.9000000e+00,6.0653352e-01
1.9050000e+00,6.0695638e-01
1.9100000e+00,6.0737965e-01
1.9150000e+00,6.0780331e-01
1.9200000e+00,6.0822737e-01
1.9250000e+00,6.0865183e-01
1.9300000e+00,6.0907669e-01
1.9350000e+00,6.0950193e-01
1.9400000e+00,6.0992757e-01
1.9450000e+00,6.1035360e-01
1.9500000e+00,6.1078002e-01
1.9550000e+00,6.1120682e-01
1.9600000e+00,6.1163401e-01
1.9650000e+00,6.1206158e-01
1.9700000e+00,6.1248953e-01
1.9750000e+00,6.1291786e-01
1.9800000e+00,6.1334658e-01
1.9850000e+00,6.1377567e-01
1.9900000e+00,6.1420513e-01
1.9950000e+00,6.1463497e-01
2.0000000e+00,6.1506518e-01
2.0050000e+00,6.1549576e-01
2.0100000e+00,6.1592671e-01
2.0150000e+00,6.1635803e-01
2.0200000e+00,6.1678971e-01
2.0250000e+00,6.1722176e-01
2.0300000e+00,6.1765417e-01
2.0350000e+00,6.1808694e-01
2.0400000e+00,6.1852007e-01
2.0450000e+00,6.1895356e-01
2.0500000e+00,6.1938740e-01
2.0550000e+00,6.1982160e-01
2.0600000e+00,6.2025615e-01
2.0650000e+00,6.2069106e-01
2.0700000e+00,6.2112631e-01
2.0750000e+00,6.2156191e-01
2.0800000e+00,6.2199786e-01
2.0850000e+00,6.2243416e-01
2.0900000e+00,6.2287080e-01
2.0950000e+00,6.2330778e-01
2.1000000e+00,6.2374510e-01
2.1050000e+00,6.2418276e-01
2.1100000e+00,6.2462075e-01
2.1150000e+00,6.2505909e-01
2.1200000e+00,6.2549776e-01
2.1250000e+00,6.2593676e-01
2.1300000e+00,6.2637609e-01
2.1350000e+00,6.2681575e-01
2.1400000e+00,6.2725574e-01
2.1450000e+00,6.2769606e-01
2.1500000e+00,6.2813670e-01
2.1550000e+00,6.2857766e-01
2.1600000e+00,6.2901895e-01
2.1650000e+00,6.2946056e-01
2.1700000e+00,6.2990248e-01
2.1750000e+00,6.3034473e-01
2.1800000e+00,6.3078729e-01
2.1850000e+00,6.3123016e-01
2.1900000e+00,6.3167335e-01
2.1950000e+00,6.3211684e-01
2.2000000e+00,6.3256065e-01
2.2050000e+00,6.3300477e-01
2.2100000e+00,6.3344919e-01
2.2150000e+00,6.3389392e-01
2.2200000e+00,6.3433895e-01
2.2250000e+00,6.3478428e-01
2.2300000e+00,6.3522991e-01
2.2350000e+00,6.3567585e-01
2.2400000e+00,6.3612208e-01
2.2450000e+00,6.3656860e-01
2.2500000e+00,6.3701542e-01
2.2550000e+00,6.3746254e-01
2.2600000e+00,6.3790994e-01
2.2650000e+00,6.3835764e-01
2.2700000e+00,6.3880562e-01
2.2750000e+00,6.3925389e-01
2.2800000e+00,6.3970244e-01
2.2850000e+00,6.4015128e-01
2.2900000e+00,6.4060040e-01
2.2950000e+00,6.4104981e-01
2.3000000e+00,6.4149949e-01
2.3050000e+00,6.4194945e-01
2.3100000e+00,6.4239968e-01
2.3150000e+00,6.4285019e-01
2.3200000e+00,6.4330097e-01
2.3250000e+00,6.4375203e-01
2.3300000e+00,6.4420335e-01
2.3350000e+00,6.4465495e-01
2.3400000e+00,6.4510681e-01
2.3450000e+00,6.4555893e-01
2.3500000e+00,6.4601132e-01
2.3550000e+00,6.4646397e-01
2.3600000e+00,6.4691689e-01
2.3650000e+00,6.4737006e-01
2.3700000e+00,6.4782349e-01
2.3750000e+00,6.4827718e-01
2.3800000e+00,6.4873112e-01
2.3850000e+00,6.4918532e-01
2.3900000e+00,6.4963977e-01
2.3950000e+00,6.5009447e-01
2.4000000e+00,6.5054942e-01
2.4050000e+00,6.5100461e-01
2.4100000e+00,6.5146005e-01
2.4150000e+00,6.5191574e-01
2.4200000e+00,6.5237167e-01
2.4250000e+00,6.5282784e-01
2.4300000e+00,6.5328425e-01
2.4350000e+00,6.5374089e-01
2.4400000e+00,6.5419778e-01
2.4450000e+00,6.5465490e-01
2.4500000e+00,6.5511226e-01
2.4550000e+00,6.5556984e-01
2.4600000e+00,6.5602766e-01
2.4650000e+00,6.5648571e-01
2.4700000e+00,6.5694398e-01
2.4750000e+00,6.5740248e-01
2.4800000e+00,6.5786121e-01
2.4850000e+00,6.5832016e-01
2.4900000e+00,6.5877933e-01
2.4950000e+00,6.5923872e-01
2.5000000e+00,6.5969833e-01
2.5050000e+00,6.6015816e-01
2.5100000e+00,6.6061820e-01
2.5150000e+00,6.6107846e-01
2.5200000e+00,6.6153893e-01
2.5250000e+00,6.6199961e-01
2.5300000e+00,6.6246050e-01
2.5350000e+00,6.6292160e-01
2.5400000e+00,6.6338290e-01
2.5450000e+00,6.6384441e-01
2.5500000e+00,6.6430613e-01
2.5550000e+00,6.6476804e-01
2.5600000e+00,6.6523016e-01
2.5650000e+00,6.6569248e-01
2.5700000e+00,6.6615499e-01
2.5750000e+00,6.6661770e-01
2.5800000e+00,6.6708060e-01
2.5850000e+00,6.6754370e-01
2.5900000e+00,6.6800699e-01
2.5950000e+00,6.6847046e-01
2.6000000e+00,6.6893413e-01
2.6050000e+00,6.6939798e-01
2.6100000e+00,6.6986202e-01
2.6150000e+00,6.7032624e-01
2.6200000e+00,6.7079065e-01
2.6250000e+00,6.7125523e-01
2.6300000e+00,6.7172000e-01
2.6350000e+00,6.7218494e-01
2.6400000e+00,6.7265006e-01
2.6450000e+00,6.7311535e-01
2.6500000e+00,6.7358082e-01
2.6550000e+00,6.7404645e-01
2.6600000e+00,6.7451226e-01
2.6650000e+00,6.7497824e-01
2.6700000e+00,6.7544438e-01
2.6750000e+00,6.7591069e-01
2.6800000e+00,6.7637716e-01
2.6850000e+00,6.7684379e-01
2.6900000e+00,6.7731059e-01
2.6950000e+00,6.7777754e-01
2.7000000e+00,6.7824465e-01
2.7050000e+00,6.7871192e-01
2.7100000e+00,6.7917935e-01
2.7150000e+00,6.7964692e-01
2.7200000e+00,6.8011465e-01
2.7250000e+00,6.8058253e-01
2.7300000e+00,6.8105055e-01
2.7350000e+00,6.8151872e-01
2.7400000e+00,6.8198704e-01
2.7450000e+00,6.8245550e-01
2.7500000e+00,6.8292411e-01
2.7550000e+00,6.8339285e-01
2.7600000e+00,6.8386174e-01
2.7650000e+00,6.8433076e-01
2.7700000e+00,6.8479991e-01
2.7750000e+00,6.8526920e-01
2.7800000e+00,6.8573863e-01
2.7850000e+00,6.8620818e-01
2.7900000e+00,6.8667787e-01
2.7950000e+00,6.8714768e-01
2.8000000e+00,6.8761762e-01
2.8050000e+00,6.8808769e-01
2.8100000e+00,6.8855788e-01
2.8150000e+00,6.8902819e-01
2.8200000e+00,6.8949862e-01
2.8250000e+00,6.8996917e-01
2.8300000e+00,6.9043984e-01
2.8350000e+00,6.9091062e-01
2.8400000e+00,6.9138151e-01
2.8450000e+00,6.9185252e-01
2.8500000e+00,6.9232364e-01
2.8550000e+00,6.9279487e-01
2.8600000e+00,6.9326621e-01
2.8650000e+00,6.9373765e-01
2.8700000e+00,6.9420920e-01
2.8750000e+00,6.9468085e-01
2.8800000e+00,6.9515260e-01
2.8850000e+00,6.9562445e-01
2.8900000e+00,6.9609640e-01
2.8950000e+00,6.9656845e-01
2.9000000e+00,6.9704059e-01
2.9050000e+00,6.9751283e-01
2.9100000e+00,6.9798515e-01
2.9150000e+00,6.9845757e-01
2.9200000e+00,6.9893008e-01
2.9250000e+00,6.9940267e-01
2.9300000e+00,6.9987535e-01
2.9350000e+00,7.0034811e-01
2.9400000e+00,7.0082095e-01
2.9450000e+00,7.0129388e-01
2.9500000e+00,7.0176688e-01
2.9550000e+00,7.0223996e-01
2.9600000e+00,7.0271312e-01
2.9650000e+00,7.0318635e-01
2.9700000e+00,7.0365965e-01
2.9750000e+00,7.0413303e-01
2.9800000e+00,7.0460647e-01
2.9850000e+00,7.0507998e-01
2.9900000e+00,7.0555356e-01
2.9950000e+00,7.0602720e-01
3.0000000e+00,7.0650091e-01
3.0050000e+00,7.0697467e-01
3.0100000e+00,7.0744850e-01
3.0150000e+00,7.0792238e-01
3.0200000e+00,7.0839632e-01
3.0250000e+00,7.0887032e-01
3.0300000e+00,7.0934436e-01
3.0350000e+00,7.0981846e-01
3.0400000e+00,7.1029261e-01
3.0450000e+00,7.1076681e-01
3.0500000e+00,7.1124105e-01
3.0550000e+00,7.1171534e-01
3.0600000e+00,7.1218967e-01
3.0650000e+00,7.1266404e-01
3.0700000e+00,7.1313845e-01
3.0750000e+00,7.1361290e-01
3.0800000e+00,7.1408739e-01
3.0850000e+00,7.1456191e-01
3.0900000e+00,7.1503647e-01
3.0950000e+00,7.1551105e-01
3.1000000e+00,7.1598567e-01
3.1050000e+00,7.1646032e-01
3.1100000e+00,7.1693499e-01
3.1150000e+00,7.1740968e-01
3.1200000e+00,7.1788440e-01
3.1250000e+00,7.1835915e-01
3.1300000e+00,7.1883391e-01
3.1350000e+00,7.1930869e-01
3.1400000e+00,7.1978348e-01
3.1450000e+00,7.2025829e-01
3.1500000e+00,7.2073312e-01
3.1550000e+00,7.2120795e-01
3.1600000e+00,7.2168280e-01
3.1650000e+00,7.2215765e-01
3.1700000e+00,7.2263251e-01
3.1750000e+00,7.2310738e-01
3.1800000e+00,7.2358225e-01
3.1850000e+00,7.2405712e-01
3.1900000e+00,7.2453199e-01
3.1950000e+00,7.2500685e-01
3.2000000e+00,7.2548172e-01
3.2050000e+00,7.2595658e-01
3.2100000e+00,7.2643143e-01
3.2150000e+00,7.2690627e-01
3.2200000e+00,7.2738110e-01
3.2250000e+00,7.2785592e-01
3.2300000e+00,7.2833073e-01
3.2350000e+00,7.2880552e-01
3.2400000e+00,7.2928029e-01
3.2450000e+00,7.2975504e-01
3.2500000e+00,7.3022978e-01
3.2550000e+00,7.3070449e-01
3.2600000e+00,7.3117917e-01
3.2650000e+00,7.3165383e-01
3.2700000e+00,7.3212847e-01
3.2750000e+00,7.3260307e-01
3.2800000e+00,7.3307764e-01
3.2850000e+00,7.3355218e-01
3.2900000e+00,7.3402669e-01
3.2950000e+00,7.3450116e-01
3.3000000e+00,7.3497559e-01
3.3050000e+00,7.3544998e-01
3.3100000e+00,7.3592433e-01
3.3150000e+00,7.3639863e-01
3.3200000e+00,7.3687289e-01
3.3250000e+00,7.3734711e-01
3.3300000e+00,7.3782127e-01
3.3350000e+00,7.3829539e-01
3.3400000e+00,7.3876945e-01
3.3450000e+00,7.3924346e-01
3.3500000e+00,7.3971742e-01
3.3550000e+00,7.4019131e-01
3.3600000e+00,7.4066515e-01
3.3650000e+00,7.4113893e-01
3.3700000e+00,7.4161264e-01
3.3750000e+00,7.4208629e-01
3.3800000e+00,7.4255987e-01
3.3850000e+00,7.4303339e-01
3.3900000e+00,7.4350684e-01
3.3950000e+00,7.4398021e-01
3.4000000e+00,7.4445351e-01
3.4050000e+00,7.4492674e-01
3.4100000e+00,7.4539989e-01
3.4150000e+00,7.4587296e-01
3.4200000e+00,7.4634595e-01
3.4250000e+00,7.4681886e-01
3.4300000e+00,7.4729169e-01
3.4350000e+00,7.4776443e-01
3.4400000e+00,7.4823708e-01
3.4450000e+00,7.4870964e-01
3.4500000e+00,7.4918211e-01
3.4550000e+00,7.4965449e-01
3.4600000e+00,7.5012677e-01
3.4650000e+00,7.5059896e-01
3.4700000e+00,7.5107105e-01
3.4750000e+00,7.5154304e-01
3.4800000e+00,7.5201493e-01
3.4850000e+00,7.5248671e-01
3.4900000e+00,7.5295839e-01
3.4950000e+00,7.5342996e-01
3.5000000e+00,7.5390142e-01
3.5050000e+00,7.5437277e-01
3.5100000e+00,7.5484401e-01
3.5150000e+00,7.5531513e-01
3.5200000e+00,7.5578614e-01
3.5250000e+00,7.5625703e-01
3.5300000e+00,7.5672780e-01
3.5350000e+00,7.5719844e-01
3.5400000e+00,7.5766896e-01
3.5450000e+00,7.5813936e-01
3.5500000e+00,7.5860963e-01
3.5550000e+00,7.5907977e-01
3.5600000e+00,7.5954978e-01
3.5650000e+00,7.6001966e-01
3.5700000e+00,7.6048940e-01
3.5750000e+00,7.6095900e-01
3.5800000e+00,7.6142847e-01
3.5850000e+00,7.6189780e-01
3.5900000e+00,7.6236698e-01
3.5950000e+00,7.6283602e-01
3.6000000e+00,7.6330492e-01
3.6050000e+00,7.6377366e-01
3.6100000e+00,7.6424226e-01
3.6150000e+00,7.6471071e-01
3.6200000e+00,7.6517900e-01
3.6250000e+00,7.6564714e-01
3.6300000e+00,7.6611512e-01
3.6350000e+00,7.6658294e-01
3.6400000e+00,7.6705060e-01
3.6450000e+00,7.6751810e-01
3.6500000e+00,7.6798543e-01
3.6550000e+00,7.6845260e-01
3.6600000e+00,7.6891960e-01
3.6650000e+00,7.6938643e-01
3.6700000e+00,7.6985308e-01
3.6750000e+00,7.7031957e-01
3.6800000e+00,7.7078588e-01
3.6850000e+00,7.7125201e-01
3.6900000e+00,7.7171796e-01
3.6950000e+00,7.7218373e-01
3.7000000e+00,7.7264931e-01
3.7050000e+00,7.7311471e-01
3.7100000e+00,7.7357993e-01
3.7150000e+00,7.7404495e-01
3.7200000e+00,7.7450978e-01
3.7250000e+00,7.7497443e-01
3.7300000e+00,7.7543887e-01
3.7350000e+00,7.7590312e-01
3.7400000e+00,7.7636717e-01
3.7450000e+00,7.7683103e-01
3.7500000e+00,7.7729467e-01
3.7550000e+00,7.7775812e-01
3.7600000e+00,7.7822136e-01
3.7650000e+00,7.7868439e-01
3.7700000e+00,7.7914721e-01
3.7750000e+00,7.7960982e-01
3.7800000e+00,7.8007222e-01
3.7850000e+00,7.8053440e-01
3.7900000e+00,7.8099636e-01
3.7950000e+00,7.8145810e-01
3.8000000e+00,7.8191962e-01
3.8050000e+00,7.8238092e-01
3.8100000e+00,7.8284200e-01
3.8150000e+00,7.8330284e-01
3.8200000e+00,7.8376346e-01
3.8250000e+00,7.8422385e-01
3.8300000e+00,7.8468400e-01
3.8350000e+00,7.8514392e-01
3.8400000e+00,7.8560360e-01
3.8450000e+00,7.8606305e-01
3.8500000e+00,7.8652225e-01
3.8550000e+00,7.8698121e-01
3.8600000e+00,7.8743993e-01
3.8650000e+00,7.8789840e-01
3.8700000e+00,7.8835662e-01
3.8750000e+00,7.8881459e-01
