x,phi(x)
0.0000000e+00,1.3976889e+00
5.0000000e-03,1.3953071e+00
1.0000000e-02,1.3929388e+00
1.5000000e-02,1.3905837e+00
2.0000000e-02,1.3882419e+00
2.5000000e-02,1.3859132e+00
3.0000000e-02,1.3835974e+00
3.5000000e-02,1.3812945e+00
4.0000000e-02,1.3790044e+00
4.5000000e-02,1.3767269e+00
5.0000000e-02,1.3744620e+00
5.5000000e-02,1.3722096e+00
6.0000000e-02,1.3699694e+00
6.5000000e-02,1.3677415e+00
7.0000000e-02,1.3655258e+00
7.5000000e-02,1.3633220e+00
8.0000000e-02,1.3611302e+00
8.5000000e-02,1.3589502e+00
9.0000000e-02,1.3567820e+00
9.5000000e-02,1.3546254e+00
1.0000000e-01,1.3524803e+00
1.0500000e-01,1.3503466e+00
1.1000000e-01,1.3482243e+00
1.1500000e-01,1.3461132e+00
1.2000000e-01,1.3440133e+00
1.2500000e-01,1.3419244e+00
1.3000000e-01,1.3398465e+00
1.3500000e-01,1.3377795e+00
1.4000000e-01,1.3357233e+00
1.4500000e-01,1.3336777e+00
1.5000000e-01,1.3316427e+00
1.5500000e-01,1.3296183e+00
1.6000000e-01,1.3276043e+00
1.6500000e-01,1.3256006e+00
1.7000000e-01,1.3236071e+00
1.7500000e-01,1.3216239e+00
1.8000000e-01,1.3196507e+00
1.8500000e-01,1.3176875e+00
1.9000000e-01,1.3157342e+00
1.9500000e-01,1.3137908e+00
2.0000000e-01,1.3118571e+00
2.0500000e-01,1.3099331e+00
2.1000000e-01,1.3080186e+00
2.1500000e-01,1.3061137e+00
2.2000000e-01,1.3042182e+00
2.2500000e-01,1.3023320e+00
2.3000000e-01,1.3004551e+00
2.3500000e-01,1.2985874e+00
2.4000000e-01,1.2967289e+00
2.4500000e-01,1.2948794e+00
2.5000000e-01,1.2930388e+00
2.5500000e-01,1.2912071e+00
2.6000000e-01,1.2893843e+00
2.6500000e-01,1.2875702e+00
2.7000000e-01,1.2857648e+00
2.7500000e-01,1.2839680e+00
2.8000000e-01,1.2821797e+00
2.8500000e-01,1.2803999e+00
2.9000000e-01,1.2786285e+00
2.9500000e-01,1.2768654e+00
3.0000000e-01,1.2751106e+00
3.0500000e-01,1.2733639e+00
3.1000000e-01,1.2716254e+00
3.1500000e-01,1.2698949e+00
3.2000000e-01,1.2681724e+00
3.2500000e-01,1.2664578e+00
3.3000000e-01,1.2647511e+00
3.3500000e-01,1.2630522e+00
3.4000000e-01,1.2613610e+00
3.4500000e-01,1.2596775e+00
3.5000000e-01,1.2580016e+00
3.5500000e-01,1.2563332e+00
3.6000000e-01,1.2546723e+00
3.6500000e-01,1.2530188e+00
3.7000000e-01,1.2513727e+00
3.7500000e-01,1.2497339e+00
3.8000000e-01,1.2481023e+00
3.8500000e-01,1.2464778e+00
3.9000000e-01,1.2448605e+00
3.9500000e-01,1.2432503e+00
4.0000000e-01,1.2416471e+00
4.0500000e-01,1.2400508e+00
4.1000000e-01,1.2384614e+00
4.1500000e-01,1.2368789e+00
4.2000000e-01,1.2353031e+00
4.2500000e-01,1.2337340e+00
4.3000000e-01,1.2321717e+00
4.3500000e-01,1.2306159e+00
4.4000000e-01,1.2290667e+00
4.4500000e-01,1.2275240e+00
4.5000000e-01,1.2259878e+00
4.5500000e-01,1.2244580e+00
4.6000000e-01,1.2229345e+00
4.6500000e-01,1.2214173e+00
4.7000000e-01,1.2199064e+00
4.7500000e-01,1.2184017e+00
4.8000000e-01,1.2169031e+00
4.8500000e-01,1.2154107e+00
4.9000000e-01,1.2139243e+00
4.9500000e-01,1.2124439e+00
5.0000000e-01,1.2109694e+00
5.0500000e-01,1.2095009e+00
5.1000000e-01,1.2080382e+00
5.1500000e-01,1.2065813e+00
5.2000000e-01,1.2051303e+00
5.2500000e-01,1.2036849e+00
5.3000000e-01,1.2022452e+00
5.3500000e-01,1.2008111e+00
5.4000000e-01,1.1993827e+00
5.4500000e-01,1.1979597e+00
5.5000000e-01,1.1965423e+00
5.5500000e-01,1.1951303e+00
5.6000000e-01,1.1937238e+00
5.6500000e-01,1.1923226e+00
5.7000000e-01,1.1909267e+00
5.7500000e-01,1.1895361e+00
5.8000000e-01,1.1881507e+00
5.8500000e-01,1.1867706e+00
5.9000000e-01,1.1853956e+00
5.9500000e-01,1.1840257e+00
6.0000000e-01,1.1826609e+00
6.0500000e-01,1.1813012e+00
6.1000000e-01,1.1799464e+00
6.1500000e-01,1.1785966e+00
6.2000000e-01,1.1772518e+00
6.2500000e-01,1.1759118e+00
6.3000000e-01,1.1745766e+00
6.3500000e-01,1.1732463e+00
6.4000000e-01,1.1719207e+00
6.4500000e-01,1.1705999e+00
6.5000000e-01,1.1692837e+00
6.5500000e-01,1.1679722e+00
6.6000000e-01,1.1666654e+00
6.6500000e-01,1.1653631e+00
6.7000000e-01,1.1640654e+00
6.7500000e-01,1.1627721e+00
6.8000000e-01,1.1614834e+00
6.8500000e-01,1.1601991e+00
6.9000000e-01,1.1589192e+00
6.9500000e-01,1.1576437e+00
7.0000000e-01,1.1563725e+00
7.0500000e-01,1.1551057e+00
7.1000000e-01,1.1538431e+00
7.1500000e-01,1.1525848e+00
7.2000000e-01,1.1513306e+00
7.2500000e-01,1.1500807e+00
7.3000000e-01,1.1488349e+00
7.3500000e-01,1.1475932e+00
7.4000000e-01,1.1463556e+00
7.4500000e-01,1.1451220e+00
7.5000000e-01,1.1438925e+00
7.5500000e-01,1.1426669e+00
7.6000000e-01,1.1414453e+00
7.6500000e-01,1.1402276e+00
7.7000000e-01,1.1390139e+00
7.7500000e-01,1.1378040e+00
7.8000000e-01,1.1365979e+00
7.8500000e-01,1.1353957e+00
7.9000000e-01,1.1341972e+00
7.9500000e-01,1.1330025e+00
8.0000000e-01,1.1318115e+00
8.0500000e-01,1.1306242e+00
8.1000000e-01,1.1294406e+00
8.1500000e-01,1.1282606e+00
8.2000000e-01,1.1270843e+00
8.2500000e-01,1.1259115e+00
8.3000000e-01,1.1247423e+00
8.3500000e-01,1.1235766e+00
8.4000000e-01,1.1224144e+00
8.4500000e-01,1.1212557e+00
8.5000000e-01,1.1201004e+00
8.5500000e-01,1.1189486e+00
8.6000000e-01,1.1178002e+00
8.6500000e-01,1.1166552e+00
8.7000000e-01,1.1155135e+00
8.7500000e-01,1.1143751e+00
8.8000000e-01,1.1132401e+00
8.8500000e-01,1.1121083e+00
8.9000000e-01,1.1109798e+00
8.9500000e-01,1.1098545e+00
9.0000000e-01,1.1087324e+00
9.0500000e-01,1.1076135e+00
9.1000000e-01,1.1064978e+00
9.1500000e-01,1.1053852e+00
9.2000000e-01,1.1042757e+00
9.2500000e-01,1.1031693e+00
9.3000000e-01,1.1020660e+00
9.3500000e-01,1.1009657e+00
9.4000000e-01,1.0998685e+00
9.4500000e-01,1.0987742e+00
9.5000000e-01,1.0976829e+00
9.5500000e-01,1.0965946e+00
9.6000000e-01,1.0955092e+00
9.6500000e-01,1.0944268e+00
9.7000000e-01,1.0933472e+00
9.7500000e-01,1.0922705e+00
9.8000000e-01,1.0911967e+00
9.8500000e-01,1.0901256e+00
9.9000000e-01,1.0890574e+00
9.9500000e-01,1.0879920e+00
1.0000000e+00,1.0869294e+00
1.0050000e+00,1.0858695e+00
1.0100000e+00,1.0848124e+00
1.0150000e+00,1.0837579e+00
1.0200000e+00,1.0827062e+00
1.0250000e+00,1.0816571e+00
1.0300000e+00,1.0806107e+00
1.0350000e+00,1.0795670e+00
1.0400000e+00,1.0785258e+00
1.0450000e+00,1.0774872e+00
1.0500000e+00,1.0764513e+00
1.0550000e+00,1.0754179e+00
1.0600000e+00,1.0743870e+00
1.0650000e+00,1.0733587e+00
1.0700000e+00,1.0723328e+00
1.0750000e+00,1.0713095e+00
1.0800000e+00,1.0702886e+00
1.0850000e+00,1.0692702e+00
1.0900000e+00,1.0682543e+00
1.0950000e+00,1.0672407e+00
1.1000000e+00,1.0662296e+00
1.1050000e+00,1.0652209e+00
1.1100000e+00,1.0642145e+00
1.1150000e+00,1.0632105e+00
1.1200000e+00,1.0622088e+00
1.1250000e+00,1.0612095e+00
1.1300000e+00,1.0602124e+00
1.1350000e+00,1.0592177e+00
1.1400000e+00,1.0582252e+00
1.1450000e+00,1.0572351e+00
1.1500000e+00,1.0562471e+00
1.1550000e+00,1.0552614e+00
1.1600000e+00,1.0542779e+00
