x,phi(x)
0.0000000e+00,1.1011784e+00
5.0000000e-03,1.0879820e+00
1.0000000e-02,1.0753602e+00
1.5000000e-02,1.0632866e+00
2.0000000e-02,1.0517360e+00
2.5000000e-02,1.0406844e+00
3.0000000e-02,1.0301088e+00
3.5000000e-02,1.0199874e+00
4.0000000e-02,1.0102993e+00
4.5000000e-02,1.0010245e+00
5.0000000e-02,9.9214417e-01
5.5000000e-02,9.8364008e-01
6.0000000e-02,9.7549498e-01
6.5000000e-02,9.6769237e-01
7.0000000e-02,9.6021653e-01
7.5000000e-02,9.5305244e-01
8.0000000e-02,9.4618579e-01
8.5000000e-02,9.3960292e-01
9.0000000e-02,9.3329080e-01
9.5000000e-02,9.2723701e-01
1.0000000e-01,9.2142967e-01
1.0500000e-01,9.1585749e-01
1.1000000e-01,9.1050966e-01
1.1500000e-01,9.0537590e-01
1.2000000e-01,9.0044637e-01
1.2500000e-01,8.9571171e-01
1.3000000e-01,8.9116298e-01
1.3500000e-01,8.8679166e-01
1.4000000e-01,8.8258960e-01
1.4500000e-01,8.7854904e-01
1.5000000e-01,8.7466259e-01
1.5500000e-01,8.7092318e-01
1.6000000e-01,8.6732406e-01
1.6500000e-01,8.6385882e-01
1.7000000e-01,8.6052132e-01
1.7500000e-01,8.5730570e-01
1.8000000e-01,8.5420640e-01
1.8500000e-01,8.5121807e-01
1.9000000e-01,8.4833565e-01
1.9500000e-01,8.4555428e-01
2.0000000e-01,8.4286935e-01
2.0500000e-01,8.4027644e-01
2.1000000e-01,8.3777135e-01
2.1500000e-01,8.3535006e-01
2.2000000e-01,8.3300875e-01
2.2500000e-01,8.3074376e-01
2.3000000e-01,8.2855160e-01
2.3500000e-01,8.2642895e-01
2.4000000e-01,8.2437265e-01
2.4500000e-01,8.2237965e-01
2.5000000e-01,8.2044709e-01
2.5500000e-01,8.1857220e-01
2.6000000e-01,8.1675235e-01
2.6500000e-01,8.1498505e-01
2.7000000e-01,8.1326790e-01
2.7500000e-01,8.1159861e-01
2.8000000e-01,8.0997502e-01
2.8500000e-01,8.0839504e-01
2.9000000e-01,8.0685670e-01
2.9500000e-01,8.0535811e-01
3.0000000e-01,8.0389746e-01
3.0500000e-01,8.0247304e-01
3.1000000e-01,8.0108320e-01
3.1500000e-01,7.9972639e-01
3.2000000e-01,7.9840110e-01
3.2500000e-01,7.9710591e-01
3.3000000e-01,7.9583946e-01
3.3500000e-01,7.9460047e-01
3.4000000e-01,7.9338768e-01
3.4500000e-01,7.9219993e-01
3.5000000e-01,7.9103608e-01
3.5500000e-01,7.8989506e-01
3.6000000e-01,7.8877586e-01
3.6500000e-01,7.8767748e-01
3.7000000e-01,7.8659900e-01
3.7500000e-01,7.8553953e-01
3.8000000e-01,7.8449821e-01
3.8500000e-01,7.8347425e-01
3.9000000e-01,7.8246687e-01
3.9500000e-01,7.8147533e-01
4.0000000e-01,7.8049893e-01
4.0500000e-01,7.7953699e-01
4.1000000e-01,7.7858889e-01
4.1500000e-01,7.7765400e-01
4.2000000e-01,7.7673174e-01
4.2500000e-01,7.7582157e-01
4.3000000e-01,7.7492295e-01
4.3500000e-01,7.7403537e-01
4.4000000e-01,7.7315835e-01
4.4500000e-01,7.7229144e-01
4.5000000e-01,7.7143419e-01
4.5500000e-01,7.7058618e-01
4.6000000e-01,7.6974702e-01
4.6500000e-01,7.6891632e-01
4.7000000e-01,7.6809372e-01
4.7500000e-01,7.6727887e-01
4.8000000e-01,7.6647145e-01
4.8500000e-01,7.6567113e-01
4.9000000e-01,7.6487761e-01
4.9500000e-01,7.6409061e-01
5.0000000e-01,7.6330985e-01
5.0500000e-01,7.6253508e-01
5.1000000e-01,7.6176603e-01
5.1500000e-01,7.6100248e-01
5.2000000e-01,7.6024419e-01
5.2500000e-01,7.5949095e-01
5.3000000e-01,7.5874256e-01
5.3500000e-01,7.5799880e-01
5.4000000e-01,7.5725951e-01
5.4500000e-01,7.5652449e-01
5.5000000e-01,7.5579357e-01
5.5500000e-01,7.5506660e-01
5.6000000e-01,7.5434341e-01
5.6500000e-01,7.5362386e-01
5.7000000e-01,7.5290780e-01
5.7500000e-01,7.5219510e-01
5.8000000e-01,7.5148563e-01
5.8500000e-01,7.5077927e-01
5.9000000e-01,7.5007589e-01
5.9500000e-01,7.4937539e-01
6.0000000e-01,7.4867766e-01
6.0500000e-01,7.4798260e-01
6.1000000e-01,7.4729010e-01
6.1500000e-01,7.4660008e-01
6.2000000e-01,7.4591245e-01
6.2500000e-01,7.4522712e-01
6.3000000e-01,7.4454400e-01
6.3500000e-01,7.4386304e-01
6.4000000e-01,7.4318414e-01
6.4500000e-01,7.4250724e-01
6.5000000e-01,7.4183228e-01
6.5500000e-01,7.4115918e-01
6.6000000e-01,7.4048789e-01
6.6500000e-01,7.3981835e-01
6.7000000e-01,7.3915050e-01
6.7500000e-01,7.3848430e-01
6.8000000e-01,7.3781968e-01
6.8500000e-01,7.3715660e-01
6.9000000e-01,7.3649502e-01
6.9500000e-01,7.3583489e-01
7.0000000e-01,7.3517617e-01
7.0500000e-01,7.3451881e-01
7.1000000e-01,7.3386279e-01
7.1500000e-01,7.3320806e-01
7.2000000e-01,7.3255459e-01
7.2500000e-01,7.3190234e-01
7.3000000e-01,7.3125129e-01
7.3500000e-01,7.3060140e-01
7.4000000e-01,7.2995264e-01
7.4500000e-01,7.2930499e-01
7.5000000e-01,7.2865843e-01
7.5500000e-01,7.2801291e-01
7.6000000e-01,7.2736843e-01
7.6500000e-01,7.2672495e-01
7.7000000e-01,7.2608246e-01
7.7500000e-01,7.2544093e-01
7.8000000e-01,7.2480035e-01
7.8500000e-01,7.2416069e-01
7.9000000e-01,7.2352194e-01
7.9500000e-01,7.2288408e-01
8.0000000e-01,7.2224710e-01
8.0500000e-01,7.2161097e-01
8.1000000e-01,7.2097568e-01
8.1500000e-01,7.2034122e-01
8.2000000e-01,7.1970757e-01
8.2500000e-01,7.1907472e-01
8.3000000e-01,7.1844266e-01
8.3500000e-01,7.1781137e-01
8.4000000e-01,7.1718085e-01
