x,phi1(x)
0.0000000e+00,1.0000000e+00
5.0000000e-03,9.9948029e-01
1.0000000e-02,9.9893219e-01
1.5000000e-02,9.9835707e-01
2.0000000e-02,9.9775623e-01
2.5000000e-02,9.9713093e-01
3.0000000e-02,9.9648233e-01
3.5000000e-02,9.9581158e-01
4.0000000e-02,9.9511976e-01
4.5000000e-02,9.9440789e-01
5.0000000e-02,9.9367695e-01
5.5000000e-02,9.9292789e-01
6.0000000e-02,9.9216159e-01
6.5000000e-02,9.9137891e-01
7.0000000e-02,9.9058066e-01
7.5000000e-02,9.8976762e-01
8.0000000e-02,9.8894053e-01
8.5000000e-02,9.8810009e-01
9.0000000e-02,9.8724697e-01
9.5000000e-02,9.8638182e-01
1.0000000e-01,9.8550526e-01
1.0500000e-01,9.8461786e-01
1.1000000e-01,9.8372018e-01
1.1500000e-01,9.8281275e-01
1.2000000e-01,9.8189609e-01
1.2500000e-01,9.8097067e-01
1.3000000e-01,9.8003695e-01
1.3500000e-01,9.7909539e-01
1.4000000e-01,9.7814639e-01
1.4500000e-01,9.7719035e-01
1.5000000e-01,9.7622767e-01
1.5500000e-01,9.7525869e-01
1.6000000e-01,9.7428378e-01
1.6500000e-01,9.7330326e-01
1.7000000e-01,9.7231744e-01
1.7500000e-01,9.7132664e-01
1.8000000e-01,9.7033113e-01
1.8500000e-01,9.6933119e-01
1.9000000e-01,9.6832709e-01
1.9500000e-01,9.6731906e-01
2.0000000e-01,9.6630736e-01
2.0500000e-01,9.6529220e-01
2.1000000e-01,9.6427381e-01
2.1500000e-01,9.6325239e-01
2.2000000e-01,9.6222813e-01
2.2500000e-01,9.6120122e-01
2.3000000e-01,9.6017185e-01
2.3500000e-01,9.5914018e-01
2.4000000e-01,9.5810638e-01
2.4500000e-01,9.5707060e-01
2.5000000e-01,9.5603299e-01
2.5500000e-01,9.5499369e-01
2.6000000e-01,9.5395283e-01
2.6500000e-01,9.5291055e-01
2.7000000e-01,9.5186696e-01
2.7500000e-01,9.5082219e-01
2.8000000e-01,9.4977634e-01
2.8500000e-01,9.4872952e-01
2.9000000e-01,9.4768183e-01
2.9500000e-01,9.4663336e-01
3.0000000e-01,9.4558422e-01
3.0500000e-01,9.4453448e-01
3.1000000e-01,9.4348423e-01
3.1500000e-01,9.4243356e-01
3.2000000e-01,9.4138252e-01
3.2500000e-01,9.4033121e-01
3.3000000e-01,9.3927968e-01
3.3500000e-01,9.3822800e-01
3.4000000e-01,9.3717624e-01
3.4500000e-01,9.3612446e-01
3.5000000e-01,9.3507270e-01
3.5500000e-01,9.3402103e-01
3.6000000e-01,9.3296950e-01
3.6500000e-01,9.3191816e-01
3.7000000e-01,9.3086704e-01
3.7500000e-01,9.2981621e-01
3.8000000e-01,9.2876569e-01
3.8500000e-01,9.2771554e-01
3.9000000e-01,9.2666578e-01
3.9500000e-01,9.2561647e-01
4.0000000e-01,9.2456762e-01
4.0500000e-01,9.2351927e-01
4.1000000e-01,9.2247147e-01
4.1500000e-01,9.2142423e-01
4.2000000e-01,9.2037758e-01
4.2500000e-01,9.1933155e-01
4.3000000e-01,9.1828618e-01
4.3500000e-01,9.1724148e-01
4.4000000e-01,9.1619747e-01
4.4500000e-01,9.1515418e-01
4.5000000e-01,9.1411163e-01
4.5500000e-01,9.1306985e-01
4.6000000e-01,9.1202884e-01
4.6500000e-01,9.1098863e-01
4.7000000e-01,9.0994924e-01
4.7500000e-01,9.0891068e-01
4.8000000e-01,9.0787296e-01
4.8500000e-01,9.0683611e-01
4.9000000e-01,9.0580014e-01
4.9500000e-01,9.0476506e-01
5.0000000e-01,9.0373088e-01
5.0500000e-01,9.0269761e-01
5.1000000e-01,9.0166527e-01
5.1500000e-01,9.0063388e-01
5.2000000e-01,8.9960342e-01
5.2500000e-01,8.9857393e-01
5.3000000e-01,8.9754541e-01
5.3500000e-01,8.9651786e-01
5.4000000e-01,8.9549129e-01
5.4500000e-01,8.9446572e-01
5.5000000e-01,8.9344115e-01
5.5500000e-01,8.9241758e-01
5.6000000e-01,8.9139503e-01
5.6500000e-01,8.9037350e-01
5.7000000e-01,8.8935300e-01
5.7500000e-01,8.8833352e-01
5.8000000e-01,8.8731509e-01
5.8500000e-01,8.8629769e-01
5.9000000e-01,8.8528135e-01
5.9500000e-01,8.8426605e-01
6.0000000e-01,8.8325181e-01
6.0500000e-01,8.8223863e-01
6.1000000e-01,8.8122651e-01
6.1500000e-01,8.8021546e-01
6.2000000e-01,8.7920548e-01
6.2500000e-01,8.7819657e-01
6.3000000e-01,8.7718874e-01
6.3500000e-01,8.7618198e-01
6.4000000e-01,8.7517631e-01
6.4500000e-01,8.7417172e-01
6.5000000e-01,8.7316821e-01
6.5500000e-01,8.7216579e-01
6.6000000e-01,8.7116446e-01
6.6500000e-01,8.7016422e-01
6.7000000e-01,8.6916507e-01
6.7500000e-01,8.6816702e-01
6.8000000e-01,8.6717006e-01
6.8500000e-01,8.6617420e-01
6.9000000e-01,8.6517943e-01
6.9500000e-01,8.6418576e-01
7.0000000e-01,8.6319319e-01
7.0500000e-01,8.6220172e-01
7.1000000e-01,8.6121135e-01
7.1500000e-01,8.6022208e-01
7.2000000e-01,8.5923392e-01
7.2500000e-01,8.5824685e-01
7.3000000e-01,8.5726089e-01
7.3500000e-01,8.5627602e-01
7.4000000e-01,8.5529226e-01
7.4500000e-01,8.5430961e-01
7.5000000e-01,8.5332805e-01
7.5500000e-01,8.5234760e-01
7.6000000e-01,8.5136825e-01
7.6500000e-01,8.5039000e-01
7.7000000e-01,8.4941285e-01
7.7500000e-01,8.4843681e-01
7.8000000e-01,8.4746187e-01
7.8500000e-01,8.4648803e-01
7.9000000e-01,8.4551529e-01
7.9500000e-01,8.4454365e-01
8.0000000e-01,8.4357311e-01
8.0500000e-01,8.4260367e-01
8.1000000e-01,8.4163532e-01
8.1500000e-01,8.4066808e-01
8.2000000e-01,8.3970194e-01
8.2500000e-01,8.3873689e-01
8.3000000e-01,8.3777294e-01
8.3500000e-01,8.3681008e-01
8.4000000e-01,8.3584832e-01
8.4500000e-01,8.3488766e-01
8.5000000e-01,8.3392809e-01
8.5500000e-01,8.3296961e-01
8.6000000e-01,8.3201222e-01
8.6500000e-01,8.3105593e-01
8.7000000e-01,8.3010072e-01
8.7500000e-01,8.2914661e-01
8.8000000e-01,8.2819358e-01
8.8500000e-01,8.2724164e-01
8.9000000e-01,8.2629079e-01
8.9500000e-01,8.2534103e-01
9.0000000e-01,8.2439235e-01
9.0500000e-01,8.2344476e-01
9.1000000e-01,8.2249824e-01
9.1500000e-01,8.2155281e-01
9.2000000e-01,8.2060847e-01
9.2500000e-01,8.1966520e-01
9.3000000e-01,8.1872301e-01
9.3500000e-01,8.1778190e-01
9.4000000e-01,8.1684187e-01
9.4500000e-01,8.1590291e-01
9.5000000e-01,8.1496503e-01
9.5500000e-01,8.1402823e-01
9.6000000e-01,8.1309249e-01
9.6500000e-01,8.1215783e-01
9.7000000e-01,8.1122424e-01
9.7500000e-01,8.1029172e-01
9.8000000e-01,8.0936027e-01
9.8500000e-01,8.0842989e-01
9.9000000e-01,8.0750057e-01
9.9500000e-01,8.0657232e-01
1.0000000e+00,8.0564513e-01
1.0050000e+00,8.0471901e-01
1.0100000e+00,8.0379395e-01
1.0150000e+00,8.0286995e-01
1.0200000e+00,8.0194701e-01
1.0250000e+00,8.0102513e-01
1.0300000e+00,8.0010431e-01
1.0350000e+00,7.9918454e-01
1.0400000e+00,7.9826583e-01
1.0450000e+00,7.9734818e-01
1.0500000e+00,7.9643157e-01
1.0550000e+00,7.9551602e-01
1.0600000e+00,7.9460152e-01
1.0650000e+00,7.9368808e-01
1.0700000e+00,7.9277568e-01
1.0750000e+00,7.9186432e-01
1.0800000e+00,7.9095402e-01
1.0850000e+00,7.9004476e-01
1.0900000e+00,7.8913654e-01
1.0950000e+00,7.8822936e-01
1.1000000e+00,7.8732323e-01
1.1050000e+00,7.8641814e-01
1.1100000e+00,7.8551409e-01
1.1150000e+00,7.8461108e-01
1.1200000e+00,7.8370910e-01
1.1250000e+00,7.8280816e-01
1.1300000e+00,7.8190826e-01
1.1350000e+00,7.8100939e-01
1.1400000e+00,7.8011155e-01
1.1450000e+00,7.7921474e-01
1.1500000e+00,7.7831896e-01
1.1550000e+00,7.7742422e-01
1.1600000e+00,7.7653050e-01
1.1650000e+00,7.7563781e-01
1.1700000e+00,7.7474614e-01
1.1750000e+00,7.7385550e-01
1.1800000e+00,7.7296588e-01
1.1850000e+00,7.7207728e-01
1.1900000e+00,7.7118971e-01
1.1950000e+00,7.7030315e-01
1.2000000e+00,7.6941761e-01
1.2050000e+00,7.6853310e-01
1.2100000e+00,7.6764959e-01
1.2150000e+00,7.6676711e-01
1.2200000e+00,7.6588563e-01
1.2250000e+00,7.6500517e-01
1.2300000e+00,7.6412573e-01
1.2350000e+00,7.6324729e-01
1.2400000e+00,7.6236986e-01
1.2450000e+00,7.6149344e-01
1.2500000e+00,7.6061803e-01
1.2550000e+00,7.5974362e-01
1.2600000e+00,7.5887022e-01
1.2650000e+00,7.5799783e-01
1.2700000e+00,7.5712643e-01
1.2750000e+00,7.5625604e-01
1.2800000e+00,7.5538665e-01
1.2850000e+00,7.5451825e-01
1.2900000e+00,7.5365086e-01
1.2950000e+00,7.5278446e-01
1.3000000e+00,7.5191906e-01
1.3050000e+00,7.5105465e-01
1.3100000e+00,7.5019124e-01
1.3150000e+00,7.4932882e-01
1.3200000e+00,7.4846739e-01
1.3250000e+00,7.4760695e-01
1.3300000e+00,7.4674750e-01
1.3350000e+00,7.4588904e-01
1.3400000e+00,7.4503156e-01
1.3450000e+00,7.4417507e-01
1.3500000e+00,7.4331956e-01
1.3550000e+00,7.4246504e-01
1.3600000e+00,7.4161150e-01
1.3650000e+00,7.4075894e-01
1.3700000e+00,7.3990736e-01
1.3750000e+00,7.3905676e-01
1.3800000e+00,7.3820714e-01
1.3850000e+00,7.3735850e-01
1.3900000e+00,7.3651083e-01
1.3950000e+00,7.3566413e-01
1.4000000e+00,7.3481841e-01
1.4050000e+00,7.3397366e-01
1.4100000e+00,7.3312988e-01
1.4150000e+00,7.3228707e-01
1.4200000e+00,7.3144523e-01
1.4250000e+00,7.3060436e-01
1.4300000e+00,7.2976445e-01
1.4350000e+00,7.2892551e-01
1.4400000e+00,7.2808754e-01
1.4450000e+00,7.2725052e-01
1.4500000e+00,7.2641447e-01
1.4550000e+00,7.2557938e-01
1.4600000e+00,7.2474526e-01
1.4650000e+00,7.2391208e-01
1.4700000e+00,7.2307987e-01
1.4750000e+00,7.2224862e-01
1.4800000e+00,7.2141832e-01
1.4850000e+00,7.2058897e-01
1.4900000e+00,7.1976058e-01
1.4950000e+00,7.1893314e-01
1.5000000e+00,7.1810665e-01
1.5050000e+00,7.1728111e-01
1.5100000e+00,7.1645652e-01
1.5150000e+00,7.1563288e-01
1.5200000e+00,7.1481018e-01
1.5250000e+00,7.1398843e-01
1.5300000e+00,7.1316763e-01
1.5350000e+00,7.1234777e-01
1.5400000e+00,7.1152885e-01
1.5450000e+00,7.1071087e-01
1.5500000e+00,7.0989384e-01
1.5550000e+00,7.0907774e-01
1.5600000e+00,7.0826258e-01
1.5650000e+00,7.0744836e-01
1.5700000e+00,7.0663507e-01
1.5750000e+00,7.0582272e-01
1.5800000e+00,7.0501130e-01
1.5850000e+00,7.0420082e-01
1.5900000e+00,7.0339127e-01
1.5950000e+00,7.0258264e-01
1.6000000e+00,7.0177495e-01
1.6050000e+00,7.0096819e-01
1.6100000e+00,7.0016235e-01
1.6150000e+00,6.9935744e-01
1.6200000e+00,6.9855345e-01
1.6250000e+00,6.9775039e-01
1.6300000e+00,6.9694826e-01
1.6350000e+00,6.9614704e-01
1.6400000e+00,6.9534675e-01
1.6450000e+00,6.9454737e-01
1.6500000e+00,6.9374892e-01
1.6550000e+00,6.9295138e-01
1.6600000e+00,6.9215476e-01
1.6650000e+00,6.9135905e-01
1.6700000e+00,6.9056426e-01
1.6750000e+00,6.8977039e-01
1.6800000e+00,6.8897742e-01
1.6850000e+00,6.8818537e-01
1.6900000e+00,6.8739423e-01
1.6950000e+00,6.8660400e-01
1.7000000e+00,6.8581468e-01
1.7050000e+00,6.8502626e-01
1.7100000e+00,6.8423875e-01
1.7150000e+00,6.8345215e-01
1.7200000e+00,6.8266644e-01
1.7250000e+00,6.8188165e-01
1.7300000e+00,6.8109775e-01
1.7350000e+00,6.8031476e-01
1.7400000e+00,6.7953267e-01
