x,phi2(x)
0.0000000e+00,1.0000000e+00
5.0000000e-03,9.5558455e-01
1.0000000e-02,9.1318382e-01
1.5000000e-02,8.7270593e-01
2.0000000e-02,8.3406322e-01
2.5000000e-02,7.9717204e-01
3.0000000e-02,7.6195255e-01
3.5000000e-02,7.2832861e-01
4.0000000e-02,6.9622751e-01
4.5000000e-02,6.6557990e-01
5.0000000e-02,6.3631961e-01
5.5000000e-02,6.0838345e-01
6.0000000e-02,5.8171117e-01
6.5000000e-02,5.5624525e-01
7.0000000e-02,5.3193080e-01
7.5000000e-02,5.0871543e-01
8.0000000e-02,4.8654916e-01
8.5000000e-02,4.6538427e-01
9.0000000e-02,4.4517525e-01
9.5000000e-02,4.2587864e-01
1.0000000e-01,4.0745298e-01
1.0500000e-01,3.8985868e-01
1.1000000e-01,3.7305798e-01
1.1500000e-01,3.5701484e-01
1.2000000e-01,3.4169485e-01
1.2500000e-01,3.2706517e-01
1.3000000e-01,3.1309447e-01
1.3500000e-01,2.9975283e-01
1.4000000e-01,2.8701171e-01
1.4500000e-01,2.7484387e-01
1.5000000e-01,2.6322330e-01
1.5500000e-01,2.5212517e-01
1.6000000e-01,2.4152580e-01
1.6500000e-01,2.3140257e-01
1.7000000e-01,2.2173391e-01
1.7500000e-01,2.1249920e-01
1.8000000e-01,2.0367879e-01
1.8500000e-01,1.9525391e-01
1.9000000e-01,1.8720665e-01
1.9500000e-01,1.7951989e-01
2.0000000e-01,1.7217733e-01
2.0500000e-01,1.6516337e-01
2.1000000e-01,1.5846315e-01
2.1500000e-01,1.5206247e-01
2.2000000e-01,1.4594778e-01
2.2500000e-01,1.4010614e-01
2.3000000e-01,1.3452520e-01
2.3500000e-01,1.2919319e-01
2.4000000e-01,1.2409884e-01
2.4500000e-01,1.1923141e-01
2.5000000e-01,1.1458066e-01
2.5500000e-01,1.1013678e-01
2.6000000e-01,1.0589045e-01
2.6500000e-01,1.0183274e-01
2.7000000e-01,9.7955128e-02
2.7500000e-01,9.4249495e-02
2.8000000e-01,9.0708078e-02
2.8500000e-01,8.7323468e-02
2.9000000e-01,8.4088593e-02
2.9500000e-01,8.0996702e-02
3.0000000e-01,7.8041349e-02
3.0500000e-01,7.5216380e-02
3.1000000e-01,7.2515921e-02
3.1500000e-01,6.9934363e-02
3.2000000e-01,6.7466353e-02
3.2500000e-01,6.5106778e-02
3.3000000e-01,6.2850758e-02
3.3500000e-01,6.0693634e-02
3.4000000e-01,5.8630956e-02
3.4500000e-01,5.6658479e-02
3.5000000e-01,5.4772148e-02
3.5500000e-01,5.2968090e-02
3.6000000e-01,5.1242611e-02
3.6500000e-01,4.9592180e-02
3.7000000e-01,4.8013430e-02
3.7500000e-01,4.6503142e-02
3.8000000e-01,4.5058245e-02
3.8500000e-01,4.3675808e-02
3.9000000e-01,4.2353029e-02
3.9500000e-01,4.1087235e-02
4.0000000e-01,3.9875874e-02
4.0500000e-01,3.8716508e-02
4.1000000e-01,3.7606810e-02
4.1500000e-01,3.6544558e-02
4.2000000e-01,3.5527630e-02
4.2500000e-01,3.4554000e-02
4.3000000e-01,3.3621734e-02
4.3500000e-01,3.2728984e-02
4.4000000e-01,3.1873987e-02
4.4500000e-01,3.1055059e-02
4.5000000e-01,3.0270590e-02
4.5500000e-01,2.9519046e-02
4.6000000e-01,2.8798959e-02
4.6500000e-01,2.8108930e-02
4.7000000e-01,2.7447621e-02
4.7500000e-01,2.6813756e-02
4.8000000e-01,2.6206114e-02
4.8500000e-01,2.5623531e-02
4.9000000e-01,2.5064896e-02
4.9500000e-01,2.4529146e-02
5.0000000e-01,2.4015267e-02
5.0500000e-01,2.3522290e-02
5.1000000e-01,2.3049291e-02
5.1500000e-01,2.2595386e-02
5.2000000e-01,2.2159732e-02
5.2500000e-01,2.1741523e-02
5.3000000e-01,2.1339989e-02
5.3500000e-01,2.0954396e-02
5.4000000e-01,2.0584042e-02
5.4500000e-01,2.0228256e-02
5.5000000e-01,1.9886399e-02
5.5500000e-01,1.9557858e-02
5.6000000e-01,1.9242050e-02
5.6500000e-01,1.8938417e-02
5.7000000e-01,1.8646427e-02
5.7500000e-01,1.8365570e-02
5.8000000e-01,1.8095360e-02
5.8500000e-01,1.7835333e-02
5.9000000e-01,1.7585045e-02
5.9500000e-01,1.7344073e-02
6.0000000e-01,1.7112013e-02
6.0500000e-01,1.6888477e-02
6.1000000e-01,1.6673097e-02
6.1500000e-01,1.6465519e-02
6.2000000e-01,1.6265407e-02
6.2500000e-01,1.6072439e-02
6.3000000e-01,1.5886307e-02
6.3500000e-01,1.5706717e-02
6.4000000e-01,1.5533389e-02
6.4500000e-01,1.5366055e-02
6.5000000e-01,1.5204459e-02
6.5500000e-01,1.5048355e-02
6.6000000e-01,1.4897509e-02
6.6500000e-01,1.4751700e-02
6.7000000e-01,1.4610712e-02
6.7500000e-01,1.4474341e-02
6.8000000e-01,1.4342394e-02
6.8500000e-01,1.4214684e-02
6.9000000e-01,1.4091032e-02
6.9500000e-01,1.3971268e-02
7.0000000e-01,1.3855231e-02
7.0500000e-01,1.3742764e-02
7.1000000e-01,1.3633720e-02
7.1500000e-01,1.3527955e-02
7.2000000e-01,1.3425336e-02
7.2500000e-01,1.3325731e-02
7.3000000e-01,1.3229018e-02
7.3500000e-01,1.3135078e-02
7.4000000e-01,1.3043797e-02
7.4500000e-01,1.2955067e-02
7.5000000e-01,1.2868786e-02
7.5500000e-01,1.2784853e-02
7.6000000e-01,1.2703176e-02
7.6500000e-01,1.2623662e-02
7.7000000e-01,1.2546226e-02
7.7500000e-01,1.2470786e-02
7.8000000e-01,1.2397262e-02
7.8500000e-01,1.2325578e-02
7.9000000e-01,1.2255663e-02
7.9500000e-01,1.2187447e-02
8.0000000e-01,1.2120864e-02
8.0500000e-01,1.2055852e-02
8.1000000e-01,1.1992349e-02
8.1500000e-01,1.1930298e-02
8.2000000e-01,1.1869643e-02
8.2500000e-01,1.1810332e-02
8.3000000e-01,1.1752315e-02
8.3500000e-01,1.1695542e-02
8.4000000e-01,1.1639967e-02
8.4500000e-01,1.1585546e-02
8.5000000e-01,1.1532237e-02
8.5500000e-01,1.1479999e-02
8.6000000e-01,1.1428793e-02
8.6500000e-01,1.1378582e-02
8.7000000e-01,1.1329330e-02
8.7500000e-01,1.1281004e-02
8.8000000e-01,1.1233570e-02
8.8500000e-01,1.1186997e-02
8.9000000e-01,1.1141257e-02
8.9500000e-01,1.1096319e-02
9.0000000e-01,1.1052157e-02
9.0500000e-01,1.1008743e-02
9.1000000e-01,1.0966054e-02
9.1500000e-01,1.0924065e-02
9.2000000e-01,1.0882753e-02
