x,phi2(x)
0.0000000e+00,1.5241970e+00
5.0000000e-03,1.5030749e+00
1.0000000e-02,1.4822858e+00
1.5000000e-02,1.4618245e+00
2.0000000e-02,1.4416856e+00
2.5000000e-02,1.4218640e+00
3.0000000e-02,1.4023547e+00
3.5000000e-02,1.3831526e+00
4.0000000e-02,1.3642529e+00
4.5000000e-02,1.3456506e+00
5.0000000e-02,1.3273412e+00
5.5000000e-02,1.3093197e+00
6.0000000e-02,1.2915818e+00
6.5000000e-02,1.2741227e+00
7.0000000e-02,1.2569382e+00
7.5000000e-02,1.2400237e+00
8.0000000e-02,1.2233750e+00
8.5000000e-02,1.2069879e+00
9.0000000e-02,1.1908581e+00
9.5000000e-02,1.1749815e+00
1.0000000e-01,1.1593541e+00
1.0500000e-01,1.1439719e+00
1.1000000e-01,1.1288310e+00
1.1500000e-01,1.1139276e+00
1.2000000e-01,1.0992578e+00
1.2500000e-01,1.0848179e+00
1.3000000e-01,1.0706043e+00
1.3500000e-01,1.0566133e+00
1.4000000e-01,1.0428413e+00
1.4500000e-01,1.0292850e+00
1.5000000e-01,1.0159408e+00
1.5500000e-01,1.0028053e+00
1.6000000e-01,9.8987527e-01
1.6500000e-01,9.7714737e-01
1.7000000e-01,9.6461839e-01
1.7500000e-01,9.5228514e-01
1.8000000e-01,9.4014452e-01
1.8500000e-01,9.2819343e-01
1.9000000e-01,9.1642886e-01
1.9500000e-01,9.0484784e-01
2.0000000e-01,8.9344743e-01
2.0500000e-01,8.8222476e-01
2.1000000e-01,8.7117699e-01
2.1500000e-01,8.6030132e-01
2.2000000e-01,8.4959502e-01
2.2500000e-01,8.3905539e-01
2.3000000e-01,8.2867976e-01
2.3500000e-01,8.1846552e-01
2.4000000e-01,8.0841010e-01
2.4500000e-01,7.9851097e-01
2.5000000e-01,7.8876563e-01
2.5500000e-01,7.7917164e-01
2.6000000e-01,7.6972658e-01
2.6500000e-01,7.6042808e-01
2.7000000e-01,7.5127380e-01
2.7500000e-01,7.4226145e-01
2.8000000e-01,7.3338876e-01
2.8500000e-01,7.2465351e-01
2.9000000e-01,7.1605350e-01
2.9500000e-01,7.0758660e-01
3.0000000e-01,6.9925066e-01
3.0500000e-01,6.9104362e-01
3.1000000e-01,6.8296341e-01
3.1500000e-01,6.7500802e-01
3.2000000e-01,6.6717546e-01
3.2500000e-01,6.5946378e-01
3.3000000e-01,6.5187104e-01
3.3500000e-01,6.4439536e-01
3.4000000e-01,6.3703488e-01
3.4500000e-01,6.2978775e-01
3.5000000e-01,6.2265218e-01
3.5500000e-01,6.1562639e-01
3.6000000e-01,6.0870864e-01
3.6500000e-01,6.0189720e-01
3.7000000e-01,5.9519039e-01
3.7500000e-01,5.8858653e-01
3.8000000e-01,5.8208400e-01
3.8500000e-01,5.7568118e-01
3.9000000e-01,5.6937649e-01
3.9500000e-01,5.6316836e-01
4.0000000e-01,5.5705527e-01
4.0500000e-01,5.5103569e-01
4.1000000e-01,5.4510815e-01
4.1500000e-01,5.3927118e-01
4.2000000e-01,5.3352334e-01
4.2500000e-01,5.2786322e-01
4.3000000e-01,5.2228942e-01
4.3500000e-01,5.1680056e-01
4.4000000e-01,5.1139531e-01
4.4500000e-01,5.0607234e-01
4.5000000e-01,5.0083033e-01
4.5500000e-01,4.9566800e-01
4.6000000e-01,4.9058408e-01
4.6500000e-01,4.8557734e-01
4.7000000e-01,4.8064654e-01
4.7500000e-01,4.7579049e-01
4.8000000e-01,4.7100798e-01
4.8500000e-01,4.6629787e-01
4.9000000e-01,4.6165899e-01
4.9500000e-01,4.5709022e-01
5.0000000e-01,4.5259045e-01
5.0500000e-01,4.4815858e-01
5.1000000e-01,4.4379354e-01
5.1500000e-01,4.3949426e-01
5.2000000e-01,4.3525970e-01
5.2500000e-01,4.3108884e-01
5.3000000e-01,4.2698067e-01
5.3500000e-01,4.2293419e-01
5.4000000e-01,4.1894842e-01
5.4500000e-01,4.1502241e-01
5.5000000e-01,4.1115521e-01
5.5500000e-01,4.0734588e-01
5.6000000e-01,4.0359352e-01
5.6500000e-01,3.9989721e-01
5.7000000e-01,3.9625606e-01
5.7500000e-01,3.9266922e-01
5.8000000e-01,3.8913581e-01
5.8500000e-01,3.8565499e-01
5.9000000e-01,3.8222594e-01
5.9500000e-01,3.7884782e-01
6.0000000e-01,3.7551983e-01
6.0500000e-01,3.7224119e-01
6.1000000e-01,3.6901111e-01
6.1500000e-01,3.6582882e-01
6.2000000e-01,3.6269356e-01
6.2500000e-01,3.5960460e-01
6.3000000e-01,3.5656121e-01
6.3500000e-01,3.5356265e-01
6.4000000e-01,3.5060823e-01
6.4500000e-01,3.4769724e-01
6.5000000e-01,3.4482901e-01
6.5500000e-01,3.4200285e-01
6.6000000e-01,3.3921810e-01
6.6500000e-01,3.3647411e-01
6.7000000e-01,3.3377023e-01
6.7500000e-01,3.3110583e-01
6.8000000e-01,3.2848029e-01
6.8500000e-01,3.2589299e-01
6.9000000e-01,3.2334334e-01
6.9500000e-01,3.2083073e-01
7.0000000e-01,3.1835459e-01
7.0500000e-01,3.1591434e-01
7.1000000e-01,3.1350941e-01
7.1500000e-01,3.1113925e-01
7.2000000e-01,3.0880331e-01
7.2500000e-01,3.0650104e-01
7.3000000e-01,3.0423193e-01
7.3500000e-01,3.0199544e-01
7.4000000e-01,2.9979107e-01
7.4500000e-01,2.9761831e-01
7.5000000e-01,2.9547666e-01
7.5500000e-01,2.9336563e-01
7.6000000e-01,2.9128474e-01
7.6500000e-01,2.8923352e-01
7.7000000e-01,2.8721150e-01
7.7500000e-01,2.8521822e-01
7.8000000e-01,2.8325323e-01
7.8500000e-01,2.8131608e-01
7.9000000e-01,2.7940635e-01
7.9500000e-01,2.7752358e-01
8.0000000e-01,2.7566738e-01
8.0500000e-01,2.7383731e-01
8.1000000e-01,2.7203296e-01
8.1500000e-01,2.7025394e-01
8.2000000e-01,2.6849985e-01
8.2500000e-01,2.6677029e-01
8.3000000e-01,2.6506489e-01
8.3500000e-01,2.6338325e-01
8.4000000e-01,2.6172501e-01
8.4500000e-01,2.6008981e-01
8.5000000e-01,2.5847728e-01
8.5500000e-01,2.5688707e-01
8.6000000e-01,2.5531882e-01
8.6500000e-01,2.5377221e-01
8.7000000e-01,2.5224687e-01
8.7500000e-01,2.5074249e-01
8.8000000e-01,2.4925874e-01
8.8500000e-01,2.4779529e-01
8.9000000e-01,2.4635182e-01
8.9500000e-01,2.4492803e-01
9.0000000e-01,2.4352361e-01
9.0500000e-01,2.4213825e-01
9.1000000e-01,2.4077166e-01
9.1500000e-01,2.3942355e-01
9.2000000e-01,2.3809362e-01
