x,p2(x)
0.0000000e+00,5.0000000e-01
5.0000000e-03,4.9999978e-01
1.0000000e-02,4.9999914e-01
1.5000000e-02,4.9999806e-01
2.0000000e-02,4.9999656e-01
2.5000000e-02,4.9999463e-01
3.0000000e-02,4.9999227e-01
3.5000000e-02,4.9998949e-01
4.0000000e-02,4.9998628e-01
4.5000000e-02,4.9998264e-01
5.0000000e-02,4.9997859e-01
5.5000000e-02,4.9997411e-01
6.0000000e-02,4.9996921e-01
6.5000000e-02,4.9996389e-01
7.0000000e-02,4.9995815e-01
7.5000000e-02,4.9995199e-01
8.0000000e-02,4.9994542e-01
8.5000000e-02,4.9993843e-01
9.0000000e-02,4.9993102e-01
9.5000000e-02,4.9992320e-01
1.0000000e-01,4.9991496e-01
1.0500000e-01,4.9990631e-01
1.1000000e-01,4.9989725e-01
1.1500000e-01,4.9988777e-01
1.2000000e-01,4.9987789e-01
1.2500000e-01,4.9986759e-01
1.3000000e-01,4.9985689e-01
1.3500000e-01,4.9984578e-01
1.4000000e-01,4.9983426e-01
1.4500000e-01,4.9982234e-01
1.5000000e-01,4.9981001e-01
1.5500000e-01,4.9979728e-01
1.6000000e-01,4.9978414e-01
1.6500000e-01,4.9977060e-01
1.7000000e-01,4.9975666e-01
1.7500000e-01,4.9974231e-01
1.8000000e-01,4.9972757e-01
1.8500000e-01,4.9971243e-01
1.9000000e-01,4.9969689e-01
1.9500000e-01,4.9968095e-01
2.0000000e-01,4.9966461e-01
2.0500000e-01,4.9964788e-01
2.1000000e-01,4.9963075e-01
2.1500000e-01,4.9961323e-01
2.2000000e-01,4.9959532e-01
2.2500000e-01,4.9957701e-01
2.3000000e-01,4.9955831e-01
2.3500000e-01,4.9953922e-01
2.4000000e-01,4.9951974e-01
2.4500000e-01,4.9949987e-01
2.5000000e-01,4.9947961e-01
2.5500000e-01,4.9945897e-01
2.6000000e-01,4.9943793e-01
2.6500000e-01,4.9941651e-01
2.7000000e-01,4.9939471e-01
2.7500000e-01,4.9937252e-01
2.8000000e-01,4.9934995e-01
2.8500000e-01,4.9932699e-01
2.9000000e-01,4.9930366e-01
2.9500000e-01,4.9927994e-01
3.0000000e-01,4.9925584e-01
3.0500000e-01,4.9923136e-01
3.1000000e-01,4.9920650e-01
3.1500000e-01,4.9918127e-01
3.2000000e-01,4.9915565e-01
3.2500000e-01,4.9912967e-01
3.3000000e-01,4.9910330e-01
3.3500000e-01,4.9907656e-01
3.4000000e-01,4.9904945e-01
3.4500000e-01,4.9902196e-01
3.5000000e-01,4.9899410e-01
3.5500000e-01,4.9896587e-01
3.6000000e-01,4.9893727e-01
3.6500000e-01,4.9890829e-01
3.7000000e-01,4.9887895e-01
3.7500000e-01,4.9884924e-01
3.8000000e-01,4.9881916e-01
3.8500000e-01,4.9878871e-01
3.9000000e-01,4.9875790e-01
3.9500000e-01,4.9872672e-01
4.0000000e-01,4.9869518e-01
4.0500000e-01,4.9866327e-01
4.1000000e-01,4.9863100e-01
4.1500000e-01,4.9859837e-01
4.2000000e-01,4.9856537e-01
4.2500000e-01,4.9853202e-01
4.3000000e-01,4.9849830e-01
4.3500000e-01,4.9846422e-01
4.4000000e-01,4.9842979e-01
4.4500000e-01,4.9839500e-01
4.5000000e-01,4.9835984e-01
4.5500000e-01,4.9832434e-01
4.6000000e-01,4.9828847e-01
4.6500000e-01,4.9825226e-01
4.7000000e-01,4.9821568e-01
4.7500000e-01,4.9817876e-01
4.8000000e-01,4.9814148e-01
4.8500000e-01,4.9810384e-01
4.9000000e-01,4.9806586e-01
4.9500000e-01,4.9802753e-01
5.0000000e-01,4.9798884e-01
5.0500000e-01,4.9794981e-01
5.1000000e-01,4.9791042e-01
5.1500000e-01,4.9787069e-01
5.2000000e-01,4.9783061e-01
5.2500000e-01,4.9779019e-01
5.3000000e-01,4.9774942e-01
5.3500000e-01,4.9770830e-01
5.4000000e-01,4.9766684e-01
5.4500000e-01,4.9762504e-01
5.5000000e-01,4.9758289e-01
5.5500000e-01,4.9754041e-01
5.6000000e-01,4.9749758e-01
5.6500000e-01,4.9745440e-01
5.7000000e-01,4.9741089e-01
5.7500000e-01,4.9736704e-01
