distance,flux0,varflux0,flux1,varflux1
3.595000,0.505906,0.089602,0.045677,0.013588
3.605000,0.502657,0.088679,0.045611,0.013598
3.615000,0.501949,0.088727,0.045369,0.013461
3.625000,0.501224,0.088784,0.045142,0.013363
3.635000,0.500548,0.088822,0.044875,0.013229
3.645000,0.499856,0.088868,0.044721,0.013173
3.655000,0.499172,0.088906,0.044658,0.013121
3.665000,0.498481,0.088955,0.044695,0.013202
3.675000,0.497753,0.089010,0.044821,0.013295
3.685000,0.497062,0.089057,0.044820,0.013280
3.695000,0.496352,0.089109,0.044938,0.013347
3.705000,0.493110,0.088181,0.044906,0.013314
3.715000,0.492406,0.088227,0.044883,0.013303
3.725000,0.491691,0.088280,0.044991,0.013369
3.735000,0.491014,0.088322,0.044898,0.013306
3.745000,0.490308,0.088370,0.044655,0.013166
3.755000,0.489610,0.088414,0.044590,0.013127
3.765000,0.488928,0.088455,0.044509,0.013062
3.775000,0.488257,0.088492,0.044520,0.013060
3.785000,0.487577,0.088537,0.044303,0.012977
3.795000,0.486875,0.088582,0.044345,0.012990
3.805000,0.483716,0.087629,0.044196,0.012889
3.815000,0.483033,0.087672,0.044241,0.012929
3.825000,0.482332,0.087714,0.044325,0.012955
3.835000,0.481656,0.087760,0.044169,0.012933
3.845000,0.480962,0.087799,0.044054,0.012823
3.855000,0.480287,0.087838,0.043925,0.012772
3.865000,0.479588,0.087874,0.043962,0.012792
3.875000,0.478931,0.087912,0.043793,0.012750
3.885000,0.478229,0.087951,0.043693,0.012644
3.895000,0.477560,0.087990,0.043674,0.012664
3.905000,0.474418,0.087044,0.043539,0.012616
3.915000,0.473707,0.087085,0.043252,0.012447
3.925000,0.473025,0.087120,0.043321,0.012512
3.935000,0.472361,0.087152,0.043323,0.012519
3.945000,0.471704,0.087182,0.043339,0.012533
3.955000,0.471048,0.087213,0.043221,0.012485
3.965000,0.470382,0.087246,0.043219,0.012495
3.975000,0.469736,0.087273,0.043196,0.012465
3.985000,0.469055,0.087311,0.043337,0.012526
3.995000,0.468416,0.087340,0.043394,0.012553
4.005000,0.465303,0.086389,0.043338,0.012552
4.015000,0.464630,0.086419,0.043145,0.012424
4.025000,0.463995,0.086441,0.042915,0.012280
4.035000,0.463319,0.086482,0.042697,0.012204
4.045000,0.462664,0.086511,0.042327,0.012003
4.055000,0.462015,0.086538,0.042160,0.011912
4.065000,0.461343,0.086567,0.042049,0.011872
4.075000,0.460713,0.086588,0.042065,0.011884
4.085000,0.460052,0.086618,0.042243,0.012019
4.095000,0.459425,0.086645,0.042249,0.012072
4.105000,0.456377,0.085669,0.042075,0.011952
4.115000,0.455753,0.085696,0.041933,0.011937
4.125000,0.455144,0.085708,0.041763,0.011820
4.135000,0.454500,0.085729,0.041878,0.011890
4.145000,0.453836,0.085763,0.042000,0.011955
4.155000,0.453243,0.085781,0.041776,0.011851
4.165000,0.452595,0.085806,0.041492,0.011687
4.175000,0.451969,0.085825,0.041332,0.011578
4.185000,0.451310,0.085853,0.041368,0.011611
4.195000,0.450728,0.085866,0.041214,0.011577
4.205000,0.447704,0.084898,0.041045,0.011501
4.215000,0.447035,0.084924,0.041108,0.011532
4.225000,0.446400,0.084947,0.040973,0.011512
4.235000,0.445780,0.084969,0.040859,0.011443
4.245000,0.445165,0.084985,0.040719,0.011360
4.255000,0.444544,0.085000,0.040760,0.011393
4.265000,0.443937,0.085017,0.040604,0.011333
4.275000,0.443308,0.085040,0.040577,0.011343
4.285000,0.442707,0.085054,0.040360,0.011242
4.295000,0.442099,0.085066,0.040351,0.011203
4.305000,0.439113,0.084096,0.040383,0.011242
4.315000,0.438507,0.084113,0.040400,0.011276
4.325000,0.437918,0.084125,0.040303,0.011234
4.335000,0.437300,0.084138,0.040142,0.011134
4.345000,0.436699,0.084149,0.040067,0.011109
4.355000,0.436101,0.084160,0.040155,0.011181
4.365000,0.435509,0.084176,0.040151,0.011209
4.375000,0.434913,0.084184,0.040166,0.011194
4.385000,0.434288,0.084206,0.040017,0.011135
4.395000,0.433686,0.084221,0.039971,0.011082
4.405000,0.430731,0.083242,0.039713,0.010923
4.415000,0.430130,0.083252,0.039768,0.010941
4.425000,0.429519,0.083268,0.039805,0.010979
4.435000,0.428901,0.083288,0.039769,0.010975
4.445000,0.428341,0.083293,0.039711,0.010938
4.455000,0.427760,0.083303,0.039477,0.010839
4.465000,0.427186,0.083311,0.039281,0.010751
4.475000,0.426585,0.083322,0.039001,0.010619
4.485000,0.426010,0.083329,0.038840,0.010530
4.495000,0.425399,0.083342,0.038775,0.010507
4.505000,0.422492,0.082367,0.038720,0.010518
4.515000,0.421917,0.082375,0.038489,0.010440
4.525000,0.421286,0.082388,0.038286,0.010330
4.535000,0.420721,0.082394,0.038245,0.010323
4.545000,0.420152,0.082401,0.038191,0.010328
4.555000,0.419559,0.082409,0.038128,0.010304
4.565000,0.418998,0.082414,0.038045,0.010288
4.575000,0.418440,0.082419,0.037896,0.010256
4.585000,0.417845,0.082427,0.037974,0.010258
4.595000,0.417270,0.082436,0.037942,0.010247
4.605000,0.414383,0.081464,0.037787,0.010195
4.615000,0.413806,0.081468,0.037654,0.010100
4.625000,0.413267,0.081471,0.037373,0.010029
4.635000,0.412682,0.081475,0.037298,0.009982
4.645000,0.412133,0.081477,0.037161,0.009952
4.655000,0.411553,0.081485,0.037089,0.009931
4.665000,0.411027,0.081481,0.037004,0.009900
4.675000,0.410462,0.081481,0.036802,0.009816
4.685000,0.409910,0.081483,0.036979,0.009921
4.695000,0.409350,0.081489,0.037074,0.009981
4.705000,0.406496,0.080512,0.037110,0.009994
4.715000,0.405963,0.080511,0.036999,0.009931
4.725000,0.405393,0.080511,0.036944,0.009879
4.735000,0.404855,0.080512,0.037000,0.009951
4.745000,0.404321,0.080509,0.037040,0.009970
4.755000,0.403804,0.080502,0.036910,0.009905
4.765000,0.403247,0.080508,0.036747,0.009831
4.775000,0.402695,0.080508,0.036730,0.009788
4.785000,0.402144,0.080510,0.036602,0.009741
4.795000,0.401596,0.080507,0.036476,0.009680
4.805000,0.398786,0.079532,0.036395,0.009656
4.815000,0.398241,0.079528,0.036385,0.009659
4.825000,0.397709,0.079523,0.036369,0.009666
4.835000,0.397154,0.079524,0.036294,0.009646
4.845000,0.396623,0.079523,0.036054,0.009552
4.855000,0.396044,0.079524,0.036100,0.009555
4.865000,0.395541,0.079513,0.035986,0.009500
4.875000,0.394957,0.079521,0.035970,0.009541
4.885000,0.394399,0.079522,0.035793,0.009434
4.895000,0.393858,0.079520,0.035784,0.009430
4.905000,0.391084,0.078549,0.035676,0.009401
4.915000,0.390541,0.078541,0.035457,0.009264
4.925000,0.390028,0.078537,0.035396,0.009278
4.935000,0.389507,0.078529,0.035284,0.009223
4.945000,0.388971,0.078525,0.035161,0.009172
4.955000,0.388448,0.078519,0.035171,0.009186
4.965000,0.387911,0.078518,0.035221,0.009239
4.975000,0.387403,0.078508,0.035329,0.009277
4.985000,0.386872,0.078504,0.035261,0.009266
4.995000,0.386336,0.078502,0.035362,0.009325
5.005000,0.383600,0.077524,0.035314,0.009282
5.015000,0.383064,0.077517,0.035332,0.009283
5.025000,0.382498,0.077518,0.035567,0.009403
5.035000,0.381992,0.077512,0.035367,0.009300
5.045000,0.381496,0.077498,0.035226,0.009196
5.055000,0.380986,0.077490,0.034990,0.009095
5.065000,0.380454,0.077488,0.034998,0.009125
5.075000,0.379947,0.077483,0.034738,0.009007
5.085000,0.379420,0.077475,0.034607,0.008919
5.095000,0.378882,0.077470,0.034483,0.008871
5.105000,0.376190,0.076493,0.034344,0.008827
5.115000,0.375681,0.076482,0.034396,0.008865
5.125000,0.375199,0.076475,0.034144,0.008771
5.135000,0.374680,0.076465,0.034065,0.008719
5.145000,0.374175,0.076456,0.033962,0.008690
5.155000,0.373657,0.076450,0.033940,0.008716
5.165000,0.373159,0.076438,0.033890,0.008693
5.175000,0.372668,0.076425,0.033988,0.008731
5.185000,0.372166,0.076416,0.034012,0.008767
5.195000,0.371702,0.076402,0.033989,0.008767
5.205000,0.369023,0.075431,0.033981,0.008747
5.215000,0.368547,0.075419,0.034106,0.008813
5.225000,0.368038,0.075410,0.034049,0.008781
5.235000,0.367544,0.075402,0.033840,0.008692
5.245000,0.367049,0.075388,0.033639,0.008574
5.255000,0.366555,0.075380,0.033401,0.008466
5.265000,0.366038,0.075373,0.033201,0.008373
5.275000,0.365519,0.075362,0.033149,0.008356
5.285000,0.365035,0.075351,0.033258,0.008437
5.295000,0.364534,0.075343,0.033236,0.008457
5.305000,0.361886,0.074373,0.033072,0.008363
5.315000,0.361373,0.074365,0.033128,0.008411
