distance,flux0,varflux0,flux1,varflux1
1.275000,1.179238,0.218714,0.112457,0.047413
1.285000,1.176610,0.220567,0.111657,0.047504
1.295000,1.173944,0.222445,0.110872,0.047544
1.305000,1.170456,0.224176,0.108565,0.047726
1.315000,1.168046,0.225834,0.107618,0.047537
1.325000,1.165502,0.227514,0.106837,0.047455
1.335000,1.163109,0.229143,0.106148,0.047553
1.345000,1.160571,0.230918,0.105430,0.047583
1.355000,1.158134,0.232522,0.104612,0.047397
1.365000,1.155804,0.234115,0.103772,0.047240
1.375000,1.153276,0.235772,0.102986,0.047065
1.385000,1.150792,0.237442,0.102209,0.046923
1.395000,1.148291,0.239127,0.101485,0.046801
1.405000,1.144732,0.240773,0.099810,0.046964
1.415000,1.142287,0.242338,0.099248,0.046969
1.425000,1.139870,0.243940,0.098663,0.047003
1.435000,1.137406,0.245518,0.098094,0.046969
1.445000,1.135028,0.247048,0.097492,0.046934
1.455000,1.132544,0.248627,0.096876,0.046864
1.465000,1.129981,0.250285,0.096241,0.046717
1.475000,1.127538,0.251823,0.095723,0.046682
1.485000,1.125067,0.253350,0.095239,0.046649
1.495000,1.122638,0.254903,0.094733,0.046682
1.505000,1.119067,0.256421,0.093430,0.046781
1.515000,1.116667,0.257912,0.092917,0.046752
1.525000,1.114334,0.259284,0.092430,0.046653
1.535000,1.111882,0.260813,0.092017,0.046730
1.545000,1.109480,0.262255,0.091474,0.046575
1.555000,1.107036,0.263705,0.091049,0.046527
1.565000,1.104654,0.265124,0.090649,0.046510
1.575000,1.102110,0.266626,0.090326,0.046577
1.585000,1.099815,0.267996,0.089895,0.046583
1.595000,1.097481,0.269368,0.089357,0.046391
1.605000,1.094114,0.270590,0.088340,0.046410
1.615000,1.091854,0.271878,0.087836,0.046216
1.625000,1.089401,0.273303,0.087405,0.046078
1.635000,1.086895,0.274725,0.087146,0.046135
1.645000,1.084694,0.275970,0.086839,0.046205
1.655000,1.082278,0.277343,0.086421,0.046090
1.665000,1.080237,0.278426,0.085883,0.045819
1.675000,1.077869,0.279714,0.085421,0.045615
1.685000,1.075667,0.280914,0.085038,0.045575
1.695000,1.073189,0.282251,0.084732,0.045507
1.705000,1.070025,0.283272,0.083951,0.045561
1.715000,1.067530,0.284586,0.083701,0.045518
1.725000,1.065287,0.285824,0.083374,0.045514
1.735000,1.062889,0.287064,0.083023,0.045388
1.745000,1.060542,0.288305,0.082764,0.045403
1.755000,1.058273,0.289461,0.082453,0.045323
1.765000,1.055857,0.290721,0.082229,0.045367
1.775000,1.053714,0.291800,0.081917,0.045311
1.785000,1.051295,0.293000,0.081652,0.045246
1.795000,1.049101,0.294106,0.081434,0.045285
1.805000,1.045924,0.294985,0.080820,0.045263
1.815000,1.043720,0.296071,0.080473,0.045131
1.825000,1.041410,0.297200,0.080263,0.045082
1.835000,1.039231,0.298272,0.079898,0.044893
1.845000,1.036859,0.299476,0.079654,0.044884
1.855000,1.034628,0.300540,0.079340,0.044736
1.865000,1.032441,0.301538,0.079104,0.044653
1.875000,1.030289,0.302512,0.078853,0.044583
1.885000,1.028041,0.303605,0.078616,0.044555
1.895000,1.025821,0.304645,0.078352,0.044435
1.905000,1.022515,0.305485,0.077817,0.044304
1.915000,1.020187,0.306601,0.077663,0.044329
1.925000,1.018077,0.307580,0.077379,0.044203
1.935000,1.015824,0.308600,0.077146,0.044096
1.945000,1.013701,0.309528,0.076980,0.044111
1.955000,1.011452,0.310517,0.076764,0.044044
1.965000,1.009252,0.311488,0.076558,0.044009
1.975000,1.007050,0.312420,0.076320,0.043884
1.985000,1.004875,0.313414,0.076084,0.043799
1.995000,1.002516,0.314431,0.075830,0.043652
2.005000,0.999303,0.315133,0.075432,0.043602
2.015000,0.997060,0.316082,0.075221,0.043506
2.025000,0.994908,0.316988,0.075029,0.043439
2.035000,0.992677,0.317912,0.074832,0.043385
2.045000,0.990503,0.318831,0.074595,0.043293
2.055000,0.988326,0.319711,0.074414,0.043178
2.065000,0.986204,0.320564,0.074186,0.043080
2.075000,0.984115,0.321434,0.073919,0.042936
2.085000,0.981885,0.322300,0.073596,0.042669
2.095000,0.979810,0.323149,0.073270,0.042462
2.105000,0.976717,0.323656,0.072848,0.042300
2.115000,0.974489,0.324462,0.072666,0.042162
2.125000,0.972550,0.325233,0.072481,0.042143
2.135000,0.970288,0.326090,0.072306,0.042040
2.145000,0.968139,0.326913,0.072084,0.041940
2.155000,0.965989,0.327694,0.071876,0.041821
2.165000,0.963931,0.328454,0.071661,0.041745
2.175000,0.961836,0.329203,0.071448,0.041643
2.185000,0.959769,0.329963,0.071148,0.041469
2.195000,0.957664,0.330715,0.070846,0.041247
2.205000,0.954534,0.331138,0.070479,0.041051
2.215000,0.952397,0.331877,0.070280,0.040932
2.225000,0.950225,0.332640,0.070098,0.040876
2.235000,0.948227,0.333276,0.069962,0.040895
2.245000,0.946073,0.333985,0.069800,0.040835
2.255000,0.943927,0.334700,0.069710,0.040851
2.265000,0.941838,0.335432,0.069593,0.040878
2.275000,0.939601,0.336171,0.069447,0.040801
2.285000,0.937624,0.336794,0.069260,0.040684
2.295000,0.935636,0.337435,0.069077,0.040610
2.305000,0.932491,0.337786,0.068809,0.040502
2.315000,0.930315,0.338460,0.068688,0.040488
2.325000,0.928397,0.339042,0.068541,0.040441
2.335000,0.926361,0.339708,0.068301,0.040274
2.345000,0.924365,0.340290,0.068092,0.040116
2.355000,0.922239,0.340942,0.067935,0.040011
2.365000,0.920332,0.341525,0.067766,0.039927
2.375000,0.918320,0.342087,0.067587,0.039793
2.385000,0.916373,0.342641,0.067394,0.039681
2.395000,0.914384,0.343209,0.067151,0.039529
2.405000,0.911410,0.343401,0.066926,0.039426
2.415000,0.909394,0.343953,0.066770,0.039313
2.425000,0.907552,0.344458,0.066586,0.039224
2.435000,0.905559,0.344982,0.066406,0.039088
2.445000,0.903579,0.345513,0.066200,0.038956
2.455000,0.901707,0.345953,0.066037,0.038867
2.465000,0.899693,0.346451,0.065929,0.038830
2.475000,0.897635,0.346989,0.065850,0.038876
2.485000,0.895566,0.347566,0.065742,0.038882
2.495000,0.893662,0.348045,0.065534,0.038719
2.505000,0.890700,0.348117,0.065356,0.038643
2.515000,0.888805,0.348604,0.065161,0.038546
2.525000,0.886830,0.349059,0.064956,0.038375
